"","condition","other_party","other_attitude","Q1.attT1_1","Q2.att_1","Q3.receparg","Q4.recepoarg","Q5.recepgen","Q6.recepogen","Q7.valueco","Q7.valuewv","Q8.valuemoral","Q9.compcheck","Q11.similarlib","Q11.similarcons","Q11.conslibotherMC","Q12.importance","dem.ideology","dem.state","dem.gender","dem.gender_TEXT","dem.age","dem.eth_1","dem.eth_2","dem.eth_3","dem.eth_4","dem.eth_5","dem.eth_6","dem.eth_7","optin_1","optin_2","optin_3","FR.question","Exclude"
"293","PT","conservative","against",100,95,3,5,2,4,3,5,6,1,6,4,6,7,2,"California",2,"",21,NA,1,NA,NA,NA,NA,NA,1,1,1,"Universal health care makes people complacent in saving up money to prepare for their own medical emergencies. It is unfair to tax people who are more prepared more to help people less prepared.",""
"294","control","conservative","against",75,75,5,4,5,4,4,1,2,1,7,3,5,7,2,"Florida (FL)",2,"",20,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Universal Health Care would put the private insurance industry out of business and cause thousands of people to lose their jobs.  It would also require a tax increase for the purposes of funding.  ",""
"295","PT","liberal","in support of",36,30,2,2,3,3,6,6,6,1,2,5,1,3,6,"AR",1,"",26,NA,NA,NA,NA,NA,1,NA,1,1,1,"The other participant might believe that healthcare is a fundamental human right, akin to life, liberty, or property. They might believe that denying this right is inhumane and ethically wrong.",""
"296","PT","conservative","against",85,85,5,5,4,4,5,5,4,1,5,2,5,6,3,"California",2,"",23,NA,1,NA,NA,NA,NA,NA,1,1,1,"It's unfair for taxpayers to pay for ""freeloaders."" The government is bankrupt enough as it is.",""
"297","control","conservative","against",100,100,2,4,2,2,2,2,2,1,6,4,6,6,2,"Michigan",2,"",20,NA,1,NA,NA,NA,1,NA,1,NA,NA,"It results in higher taxes and payments, which some individuals find difficult or troubling for their financial situations. In addition, requiring these higher payments may be seen as ""unfair"" if an individual doesn't have significant health problems.",""
"298","control","conservative","against",85,85,4,4,3,4,5,4,4,1,5,3,6,6,3,"California",1,"",18,NA,NA,1,NA,NA,NA,NA,1,NA,NA,"Would use up taxpayer money which could be going towards more financially reasonable and desirable things.",""
"299","control","conservative","against",100,100,3,3,4,2,6,4,7,1,6,3,6,6,2,"Washington",1,"",26,NA,NA,NA,NA,NA,1,NA,1,1,1,"involvement of the federal government with the health care could reduce the effectiveness of services as it short-cuts the free market pressures to offer the best services at the most competitive rates",""
"300","PT","conservative","against",70,70,2,4,2,3,4,6,4,1,6,2,6,6,2,"WA",1,"",25,NA,1,NA,NA,NA,NA,NA,1,1,1,"Universal Health Care is expensive to the country. Furthermore, under UHC, health care providers will not be incentivized to compete on pricing and services.",""
"301","PT","conservative","against",100,100,2,3,2,2,7,7,7,1,5,3,6,7,2,"WA",2,"",34,NA,NA,NA,NA,NA,1,NA,1,1,NA,"It's likely that they will claim UH is ""too expensive"" and that there's the possibility that people who aren't legal residents might receive care at the cost of taxpayers.  ",""
"302","PT","conservative","in support of",35,35,4,5,5,5,3,5,3,1,7,7,5,6,3,"Colorado ",1,"",24,NA,NA,NA,NA,NA,NA,1,1,1,1,"Universal healthcare with provide everyone with access to healthcare and decrease the number of people who present with severe symptoms because they waited until their condition got really bad before seeing a doctor. It will also streamline the process for a person to come to the hospital and make things easier on their employers ",""
"303","control","conservative","against",94,96,3,4,3,4,3,3,5,1,5,4,5,6,3,"California",1,"",30,NA,NA,NA,NA,NA,1,NA,1,1,1,"The cost to do Universal Health Care would likely increase taxes. It could also lead to even more bureaucracy between you and your doctor. Finally, it could contribute to some insurance companies loosing profit and going out of business.",""
"304","control","conservative","against",100,100,5,7,2,2,5,4,2,1,5,4,5,7,3,"CA",1,"",23,NA,NA,NA,NA,NA,1,NA,1,1,1,"The healthcare system becomes overcrowded so it can take a very long time to get any medical procedure; as healthcare becomes universal, its quality goes down",""
"305","control","conservative","against",100,100,5,4,2,2,2,4,3,1,4,4,6,7,1,"California",2,"",25,NA,NA,NA,NA,NA,1,NA,1,1,NA,"It allows the government too much access to and control over personal health decisions. It could increase wait times or potentially limit which doctors a patient could see. ",""
"306","PT","conservative","against",90,90,1,2,2,1,5,7,6,1,7,3,6,6,2,"Wisconsin",2,"",28,NA,NA,NA,NA,NA,1,NA,1,1,1,"People who make healthy choices should not have to pay for the preventable illnesses that come from unhealthy choices, as it is unfair.",""
"307","PT","conservative","against",100,100,2,3,2,2,7,6,6,1,6,3,6,7,2,"California",1,"",24,NA,NA,NA,NA,NA,1,NA,1,NA,1,"It seems unfair that the taxes that I pay will go to someone I don't know. For example, if my salary is high I pay higher taxes, however I will have the same access to healthcare than someone who pays less taxes than me. ",""
"308","control","conservative","against",95,95,4,4,2,2,3,3,4,1,6,4,6,5,3,"Texas",2,"",23,NA,NA,NA,NA,NA,1,NA,1,1,1,"The current economic set up of the united states cannot support universal health care. An overhaul of the budgets and tax set up would likely be required",""
"309","PT","conservative","against",82,75,4,5,5,4,5,6,7,1,3,2,6,6,3,"Minnesota",1,"",19,1,NA,NA,NA,NA,NA,NA,1,NA,1,"The healthcare will not truly be good for all people and there have been arguments that universal healthcare is too expensive to the government.",""
"310","control","conservative","against",100,100,3,4,2,2,2,2,2,1,5,2,6,7,2,"Texas",2,"",22,NA,NA,NA,NA,NA,1,NA,1,NA,1,"High taxes are necessary to fund universal health care. People must forfeit more of the money they are or have in order to fund this.",""
"311","control","conservative","against",95,95,2,2,2,2,6,6,6,1,6,1,6,6,2,"Illinois",2,"",33,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"One argument against universal health care is that it would be very costly to implement. Taxes would probably increase to pay for universal health care.",""
"312","control","conservative","against",100,100,5,5,5,5,2,2,2,1,6,3,6,7,1,"Texas",2,"",29,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"The government is currently not able to provide adequate medical care for veterans. It's illogical to think they will be able to provide adequate healthcare without the same problems that plague the VA.",""
"313","PT","conservative","against",100,100,4,4,2,2,5,3,5,1,6,2,5,6,2,"Utah",2,"",28,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal health Care would be too expensive to implement. Our debt is high enough already.",""
"314","control","conservative","against",100,100,6,5,5,3,6,6,7,1,6,1,5,6,1,"CA",2,"",21,NA,1,NA,NA,NA,NA,NA,1,1,1,"Increase in taxes or need to cut other government programs to pay for this expensive endeavor",""
"315","PT","conservative","against",100,100,5,7,2,4,2,2,5,1,6,2,5,5,2,"Colorado",1,"",21,NA,NA,NA,NA,NA,1,NA,1,1,1,"While universal healthcare is a good thought, the US government has a categorical history of implementing programs and policies that become maimed in Congress, causing the policy/program to not function well. Universal healthcare is expensive, and must be funded through taxes. The increase in tax money is not worth creating a policy/program that ultimately will not function well or as intended, and therefore will be a waste of taxpayer money.",""
"316","control","liberal","against",68,77,5,5,4,4,5,4,5,1,5,4,4,4,4,"California",1,"",47,NA,NA,NA,NA,NA,1,NA,1,1,NA,"Uhc is too costly and will require an increase tax burden ",""
"317","control","conservative","against",100,100,2,6,6,5,4,1,4,1,7,5,6,6,2,"CA",1,"",26,NA,NA,1,NA,NA,1,NA,1,1,1,"One argument against universal health care is that it is expensive. While true, it isn't likely to increase costs overall, and might decrease them as people get more preventative healthcare and need fewer emergency visits. ",""
"318","control","conservative","against",70,70,5,6,6,6,4,5,3,1,5,3,4,5,3,"California",1,"",18,NA,1,NA,NA,NA,1,NA,1,1,NA,"They probably think hat this will cost them more money. Heir taxes will increase which is always bad. They probably also have their healthcare paid by an employer so this act will not benefit them at all.",""
"319","PT","liberal","in support of",14,25,3,5,4,4,4,4,4,1,3,5,2,4,5,"Florida",2,"",23,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal healthcare is good because everyone deserves healthcare. Everyone that lives in the US should have access to said healthcare because it is so important to the well-being of the countries citizens. Good health of the general public is important to the health of the community and country. ",""
"320","PT","liberal","in support of",0,0,5,5,3,5,7,6,4,1,2,5,2,6,6,"Illinois",2,"",20,NA,NA,NA,NA,NA,1,NA,1,1,1,"People shouldn't be punished for their financial situation, and everyone deserves to be healthy and get the right healthcare regardless of how much money or what kind of insurance they have",""
"321","control","conservative","against",100,100,6,6,6,6,5,3,3,1,6,4,6,7,2,"CA",2,"",28,NA,1,NA,NA,NA,1,NA,1,1,1,"How are we going to pay for it? Healthcare is already a huge cost in the US. We spend more per citizen on healthcare than most other countries. Won't this make it more expensive?",""
"322","control","conservative","against",100,100,3,3,4,2,4,5,7,1,5,3,5,6,2,"Alabama",2,"",22,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"It could mean less choice for buyers, it’s expensive in some ways",""
"323","PT","conservative","against",100,100,2,2,1,1,1,7,7,1,7,3,5,7,1,"Texas",2,"",35,NA,NA,NA,NA,NA,1,NA,1,NA,1,"They don't want to pay for someone else's care. They think health care will decline",""
"324","control","conservative","against",86,85,2,2,4,4,6,6,6,1,5,2,5,6,2,"Illinois",1,"",28,NA,NA,NA,NA,NA,1,NA,1,1,1,"It could make people unhealthy. If people don't need to pay for their own health care, maybe they will live less healthy lifestyles because they know they can get their illnesses fixed for ""free"".",""
"325","PT","conservative","against",100,100,3,1,3,1,7,7,7,1,4,1,5,6,1,"California",1,"",21,NA,1,NA,NA,NA,NA,NA,1,1,1,"Privitization of health care allows for the market to inculcate and develop the best possible providers of health care. Futhermore, a public solution only risks reducing competition within health care which precludes innovation and allows for prices to continue to skyrocket. ",""
"326","PT","liberal","against",75,75,3,2,2,5,3,3,3,1,3,3,3,5,5,"California",1,"",27,NA,NA,1,NA,NA,1,NA,1,1,1,"Universal healthcare might take away jobs in the insurance industry. The USA currently has a very large insurance sector and such a move would cause job loss.",""
"327","control","conservative","against",90,90,2,4,6,3,6,6,6,1,5,2,5,4,2,"Texas",2,"",25,NA,NA,1,NA,NA,1,NA,1,1,NA,"Universal healthcare can be difficult and costly to implement. Additionally, it de-privatizes the sector, which hurts private insurance companies.",""
"328","control","conservative","against",100,100,1,2,1,1,7,7,7,1,6,3,5,7,1,"California",2,"",28,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"""I don't need others to pay for my healthcare so why should I pay for theirs?""",""
"329","PT","conservative","against",72,70,4,5,5,3,4,4,4,1,5,2,6,5,3,"California ",2,"",20,NA,1,NA,NA,NA,NA,NA,1,1,1,"Resources should be allocated to those who can repay the debt the most. UHC would simply discourage people from working hard to afford for their healthcare.",""
"330","control","conservative","against",96,86,5,5,5,5,6,6,6,1,6,3,6,6,2,"CA",1,"",29,NA,1,NA,NA,NA,NA,NA,1,NA,1,"It might promote people to be lazy, irresponsible freeloaders. Why should one pay for another's drug addiction or disease treatment? ",""
"331","control","conservative","against",70,70,6,5,6,5,5,7,7,1,6,2,5,4,3,"California",1,"",21,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"UHC is unfair to those who have always had a good history of health. If there was UHC, these people would be paying for something that would be unlikely to benefit them.",""
"332","PT","conservative","against",95,95,4,4,4,6,5,4,6,1,3,1,6,7,2,"Rhode Island",2,"",25,NA,NA,NA,NA,NA,1,NA,1,NA,1,"Universal health care will be an expensive burden on the American tax payer system and government, that will additionally be expensive to implement. This causes it to be ineffective to enact in the United States.  ",""
"333","control","conservative","against",99,99,3,4,2,3,4,5,4,1,7,5,5,6,2,"CA",1,"",31,NA,NA,NA,NA,NA,1,NA,1,1,1,"UHC is a big change to our current system and will be chaotic for a time because the government would be running it. ",""
"334","PT","conservative","against",86,86,3,4,3,5,6,5,6,1,6,3,5,6,3,"New Jersey",1,"",26,NA,NA,NA,NA,NA,1,NA,1,1,1,"Implementing universal healthcare will make me pay for other people's problems, which I shouldn't have to do.  if I'm taking care of myself and not doing drugs, I shouldn't be forced to pay for those who do.",""
"335","control","conservative","against",85,85,2,3,4,5,6,6,6,1,5,2,5,5,2,"Texas",2,"",20,NA,1,NA,NA,NA,NA,NA,1,1,1,"It raises taxes on people and requires them to pay for healthcare that they may never see the benefits of.",""
"336","control","conservative","against",90,90,1,3,1,3,6,5,7,1,4,4,5,7,2,"Michigan",2,"",34,1,NA,NA,NA,NA,NA,NA,1,1,1,"The government is fairly inefficient at running many projects. Many people also think that government lead health care would lead to corruption whereas friends of those involved in government will be more likely to receive contracts.",""
"337","PT","conservative","against",79,80,3,3,3,3,6,6,6,1,6,4,6,6,2,"Texas",2,"",19,NA,NA,1,NA,NA,1,NA,1,NA,NA,"They might argue that switching to a uhc system would bring financial burden to all citizens. Taxes would be raised and maybe not everyone can afford that. Also, they might feel that it's unfair to carry the financial burden of someone else's health.",""
"338","control","conservative","against",100,0,2,2,3,2,2,2,2,1,6,2,6,6,2,"Oregon",1,"",23,NA,NA,NA,NA,NA,1,NA,1,1,1,"It costs too much money from the government. This money could be taken away from military spending, welfare, infrastructure, and other important things. Additionally, it takes spending away from people who deserve it. ",""
"339","PT","conservative","against",100,100,3,4,4,4,4,3,3,1,6,2,7,6,1,"Minnesota",2,"",23,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"Universal health care would impose too much of a financial burden on our government. We should invest our tax dollars towards more sustainable investments such as infrastructure and economic development.",""
"340","control","conservative","against",90,88,5,5,5,5,6,6,6,1,6,2,6,6,2,"CA",1,"",29,NA,1,NA,NA,NA,NA,NA,1,NA,1,"Why should I pay for someone else's health care? It's not my fault they got sick.",""
"341","PT","conservative","against",100,100,2,2,1,1,7,7,7,1,5,1,7,6,1,"Vermont",2,"",24,NA,NA,NA,NA,NA,1,NA,1,1,1,"That it won't work in a country as vast/diverse as the US. The question of where the funding for it will come from, and likely, him not wanting any of his taxpayer dollars to pay for others' health insurance. Doubts about how efficient the system will be, like whether or not people will be able to keep their doctors or how long it will take to be seen. ",""
"342","control","conservative","against",100,100,1,1,3,3,7,7,7,1,6,2,5,7,2,"MI",2,"",34,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal health care will increase taxes.",""
"343","PT","conservative","against",95,90,5,5,3,5,6,6,5,1,6,3,5,6,2,"California ",2,"",21,NA,NA,NA,NA,NA,1,NA,1,NA,1,"Universal health care will make doctors and hospitals degrade in quality because the resources are government funded. My health care is accessible and affordable, I don’t want my health care to change. ",""
"344","PT","conservative","against",100,100,1,2,2,2,7,7,7,1,5,4,5,7,1,"Maryland",1,"",36,NA,NA,NA,NA,NA,1,NA,1,NA,1,"It costs too much and taxes are already too high. Healthcare isn't a human right, but rather a privilege. ",""
"345","control","conservative","against",100,100,2,1,1,1,6,7,7,1,6,5,6,7,1,"Massachusetts ",2,"",38,1,NA,NA,NA,NA,NA,NA,1,1,1,"It costs too much. Providing everyone with every possible healthcare option is too expensive. And having all these new people access care would increase costs ",""
"346","PT","conservative","against",75,75,4,6,4,4,5,5,6,1,5,2,5,4,2,"Louisiana",2,"",24,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Increasing taxes would be required mostly affecting the preexisting wealthy. In other countries that utilize this there are significantly longer wait times for healthcare needs. ",""
"347","PT","liberal","in support of",8,8,1,1,1,1,6,7,5,1,3,5,2,5,6,"California",1,"",19,NA,NA,NA,NA,NA,1,NA,1,NA,1,"The high cost of healthcare in the United States. This may cause people to either forgo getting healthcare, or to not be able to afford to get the best treatment available. ",""
"348","PT","conservative","against",94,96,2,4,1,1,4,6,4,1,7,4,6,7,2,"California",1,"",27,NA,NA,1,NA,NA,NA,NA,1,1,1,"The cost of universal health care (uhc) would be too much. The only way to pay for uhc would be to raise taxes on everyone and force people to have coverage against their will. UHC would add tremendous debt that our childern would have to cover.",""
"349","control","conservative","against",100,100,5,5,5,6,4,4,4,1,5,3,6,6,2,"South Carolina",2,"",26,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Universal healthcare will cause higher taxes for people who may not need high levels of healthcare. People who are healthy and can work will end up paying higher taxes to provide healthcare for people who are ill and may not be able to work full time.",""
"350","control","conservative","against",100,100,2,4,2,3,6,6,6,1,6,2,6,6,1,"MO",2,"",29,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"It costs the government money, which has to come from somewhere, so presumably requires increased taxes.",""
"351","PT","conservative","against",60,60,5,7,5,7,3,2,2,1,5,5,5,6,4,"NY",1,"",30,NA,NA,NA,NA,NA,1,NA,1,NA,1,"Dehraan maybe against UHC because that would put a financial burden on him or his family in terms of increased taxes. Increasing taxing especially to lower income individuals or individuals on the lower end of the middle class will struggle more ",""
"352","control","conservative","against",100,100,5,4,2,3,5,6,2,1,7,2,7,7,2,"Maine",2,"",22,NA,NA,NA,NA,NA,1,NA,1,1,1,"People will have to pay more money for other people's well being, and if someone were to be abusing the medical system (e.g. someone trying to get prescription drugs without a real need for it), citizens would still be paying for it.",""
"353","PT","conservative","against",77,75,4,5,5,5,4,5,5,1,4,4,5,5,4,"PA",2,"",26,NA,NA,NA,NA,NA,1,NA,1,NA,1,"He might be against it because of the tax implications. I know that there would be heavy tax-use for a universal healthcare system. He may also be against it because it would ruin competition in the health insurance system.",""
"354","control","conservative","against",100,100,2,2,2,2,6,6,1,1,6,3,6,7,2,"California",2,"",37,NA,NA,1,NA,NA,NA,NA,1,1,1,"One argument that people make is that in order to pay for universal health care, we would need to pay higher taxes. Some people feel it is unfair that they have to subsidize people who make unhealthy life choices that may require more frequent or expensive use of health care. ",""
"355","PT","liberal","against",100,81,4,4,2,3,2,6,5,1,4,4,1,5,5,"Florida",1,"",28,NA,NA,1,NA,NA,NA,NA,1,1,1,"that each person should be able to obtain their own health care, since some people might be able to afford different coverages. Of universal health care is implemented, taxes are going to increase for the working class.",""
"356","control","conservative","against",96,93,2,2,2,2,7,7,7,1,6,2,6,6,2,"Tennessee",2,"",27,NA,NA,NA,NA,NA,1,NA,1,1,1,"That  taxpayer money could be used elsewhere. That money could go toward research or schools or the environment. There's already a system in place to get healthcare, this is not a priority.",""
"357","PT","conservative","against",100,100,1,3,1,2,7,7,7,1,7,3,6,7,1,"California",2,"",34,NA,NA,NA,NA,NA,1,NA,1,1,1,"I should not have to pay for other people’s healthcare when they refuse to work. People who support UHC feel entitled to free stuff. UHC will raise taxes and decrease availability of care. ",""
"358","control","liberal","in support of",46,58,5,5,6,5,5,2,2,1,3,6,3,5,6,"CT",NA,"",27,NA,NA,NA,NA,NA,1,NA,1,NA,1,"It is inclusive to everyone. No one is mistreated based on wealth, age, etc. It is a very fair system. ",""
"359","control","conservative","against",100,100,2,2,2,2,7,7,7,1,7,1,7,7,2,"Pa",2,"",33,NA,NA,NA,NA,NA,1,NA,1,1,1,"People will have to potentially pay more taxes. People don't want to pay for other people's healthcare. ",""
"360","PT","conservative","against",83,75,5,6,5,5,3,3,3,1,6,5,6,5,2,"PA",2,"",27,NA,NA,NA,NA,NA,1,NA,1,NA,1,"Universal healthcare will raise everyone's taxes. The poor will continue to be poor and now get free healthcare, where the middle class and wealthy will be paying for it",""
"361","control","conservative","against",100,100,4,4,3,3,5,6,6,1,2,2,6,5,3,"Montana",1,"",21,NA,NA,NA,NA,NA,1,NA,1,NA,1,"Less tax money for things such as Military, law enforcement, and all that fun stuff. Higher taxes maybe.",""
"362","PT","conservative","against",75,65,5,7,5,5,6,5,6,1,5,4,6,6,3,"Ohio",1,"",29,NA,NA,NA,NA,NA,1,NA,1,1,1,"We cannot simply afford to have those paying their fair share in taxes essentially paying health care for lower-wage owners. These low-wage earners are typically unhealthy, so why should we be stuck footing the bill through taxes?",""
"363","control","conservative","against",90,85,5,6,4,4,5,5,5,1,6,2,6,6,2,"North Carolina",2,"",38,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Patients aren't likely to curb their drug and healthcare costs if healthcare is ""free"".",""
"364","control","conservative","against",81,78,3,5,4,4,4,4,3,1,5,3,5,5,3,"PA",1,"",26,NA,1,NA,NA,NA,NA,NA,1,1,1,"Universal healthcare presents too much of a burden on tax payers who don't need to fund the social welfare benefits of others. At times it can cause an unfair utilization of a free system. ",""
"365","control","conservative","against",89,88,4,4,5,5,5,5,6,1,6,3,5,6,2,"California",2,"",37,NA,NA,NA,NA,NA,1,NA,1,1,1,"If I take care of myself, why should I have to pay extra taxes to support other people who haven't? I work hard for my money and hard for my health; it's not my responsibility to look after the needs of others who don't.",""
"366","control","conservative","against",100,100,5,5,4,2,2,2,2,1,7,2,7,7,1,"AZ",2,"",49,NA,NA,NA,NA,NA,1,NA,1,1,1,"It will cost the tax payers a lot of money.  The United States already has a huge budget deficit.  Where will the funding come from?",""
"367","PT","conservative","against",100,100,3,3,3,3,7,7,7,1,7,2,6,7,1,"Texas",2,"",29,NA,NA,NA,NA,NA,1,NA,1,1,1,"The other participant might say that taxes are the reason they are against Universal Health Care. They might say that it is unfair to tax the the more wealthier percent of american more to pay for the poor percent of America",""
"368","control","conservative","against",100,100,4,5,2,3,5,4,6,1,7,1,6,7,2,"IL",2,"",23,NA,NA,NA,NA,NA,1,NA,1,1,1,"It will cause increased taxes. This might mean that someone who doesn't use the health system very much pays more money.",""
"369","PT","conservative","against",80,80,3,4,3,3,7,5,6,1,1,1,7,7,1,"Arizona",2,"",31,NA,NA,NA,NA,NA,1,NA,1,1,1,"They may be concerned about having to pay higher taxes. Insurance companies may go out of business. ",""
"370","control","conservative","against",75,75,7,7,7,7,3,3,3,1,4,4,7,6,3,"NY",2,"",51,NA,NA,NA,NA,NA,1,NA,1,1,1,"People who work should have the opportunity to have better health care insurance than those who don’t work.",""
"371","control","conservative","against",100,100,3,4,2,4,3,4,7,1,6,4,4,4,1,"West Virginia",2,"",30,NA,NA,NA,NA,NA,1,NA,1,1,1,"The cost of universal health care is too high. In an already struggling economy the benefits wouldn't outweigh the gains. ",""
"372","control","conservative","against",95,95,2,2,3,2,6,5,4,1,6,2,6,7,2,"PA",2,"",25,NA,NA,NA,NA,NA,1,NA,1,NA,1,"That it would be too expensive too implement. We are already spending a lot of money on healthcare subsidies though. ",""
"373","PT","conservative","against",96,97,4,6,3,3,5,5,6,1,6,3,6,6,2,"CA",2,"",55,NA,NA,NA,NA,NA,1,NA,1,1,1,"They don’t want to contribute tax money to pay for health care for people they don’t know or care about. ",""
"374","control","conservative","against",100,100,1,1,1,1,7,7,7,1,7,1,7,7,1,"Arkansas",1,"",28,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"I suppose it could be cumbersome to implement. It might be difficult to set it all up. ",""
"375","PT","conservative","against",100,100,1,1,3,3,7,7,7,1,7,1,7,7,2,"Michigan",1,"",21,NA,1,NA,NA,NA,NA,NA,1,1,1,"Universal Health Care would allow individuals who don't pay for their own healthcare to unfairly take advantage of others' hard-earned money to pay for their healthcare. Because we're taking money from the wealthy and redistributing it to the poor, that would be socialism and that's un-American.",""
"376","control","conservative","against",75,70,4,5,4,4,3,3,3,1,4,4,7,6,4,"PENNSYLVANIA",2,"",29,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Universal healthcare would deplete many jobs for those working in the insurance industry.  It would also allow those who choose to not work to pay there way a free pass.   / ",""
"377","PT","conservative","against",100,99,3,4,6,4,4,5,5,1,5,3,6,7,4,"Illinois",2,"",27,NA,1,NA,NA,NA,NA,NA,1,1,1,"Universal healthcare will not only decrease the quality of healthcare being provided but also will increase expenditures to run it.",""
"378","control","conservative","against",100,100,5,5,2,3,6,6,6,1,7,2,6,7,2,"South Carolina",3,"Nonbinary",24,NA,NA,NA,NA,NA,1,NA,1,1,1,"It creates a heavier tax burden. Taxes will have to go up to fund universal health care, and individuals in good health who rarely need health care services may end up paying for services they don't use. ",""
"379","PT","liberal","against",84,88,2,4,2,4,5,3,1,1,4,6,2,7,5,"michigan",2,"",45,NA,NA,NA,NA,NA,1,NA,1,NA,1,"It will raise taxes. Lower class will be taxed to much lowering their already low wages.",""
"380","PT","liberal","against",100,100,5,5,2,2,3,7,7,1,4,5,5,7,6,"Michigan",2,"",46,NA,NA,NA,NA,NA,1,NA,1,1,1,"Dehraan might think that because he has a job, is young and his job pays for his health care as part of his benefits that everyone else that might need UHC is not pulling their weight to pay into the system. He is only 22 and may not know that once a person is sick they will lose their job and their health care.",""
"381","PT","conservative","against",70,68,4,5,4,4,5,6,6,1,5,4,7,6,1,"Pennsylvania",2,"",19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Our tax money is going towards supporting everyone including people who do not need and deserve it. ",""
"382","PT","conservative","against",70,70,4,5,5,3,3,3,6,1,6,4,5,6,3,"California",1,"",28,NA,1,NA,NA,NA,NA,NA,1,1,1,"Universal health Care will be expensive to fund. The government is not efficient in running programs which will cause quality, cost, and access to suffer.",""
"383","control","liberal","against",69,69,4,5,5,4,2,4,4,1,6,3,3,4,4,"California",1,"",24,NA,1,NA,NA,NA,NA,NA,1,NA,1,"People that do not need it must pay. Taxes will increase. There will be a rewrite of fund distribution. ",""
"384","control","conservative","against",100,100,1,1,2,2,7,7,7,1,5,2,4,7,2,"Michigan",1,"",38,NA,NA,NA,NA,NA,1,NA,1,1,1,"An argument I see often is people scared of the word socialism and they claim universal healthcare is a step in that direction. They claim that forcing others to ""pay for the healthcare"" of others is just taking from the wealthy and giving to the poor.",""
"385","PT","conservative","against",69,70,4,6,6,7,4,5,6,1,6,3,5,6,2,"NY",2,"",33,NA,NA,NA,NA,NA,1,NA,1,1,1,"That the government does not owe this to citizens of the USA. Taxes should not go towards people getting insurance or raising taxes, as it should be everyone’s own responsibility to get insurance through their job, or their own wages. People may take advantage of healthcare otherwise.",""
"386","control","conservative","against",87,84,4,3,5,5,3,5,3,1,5,3,6,7,3,"California",2,"",30,NA,1,NA,NA,NA,NA,NA,1,NA,1,"Some people may misuse the health care and use it recklessly without giving second thoughts on it. On the other hand, all people may not get the required attention from the use of this universal care. There may be biasness and inequality and may even lead to negligence for some sections of the people.",""
"387","PT","conservative","against",100,100,2,4,2,4,7,7,7,1,5,1,5,7,1,"Kansas",2,"",22,NA,NA,NA,NA,NA,1,NA,1,1,1,"Dehraan may feel that Universal health care is not the best way for quality medical care to be given to individual patients. Additionally, Dehraan may feel that physicians may receive pay cuts as a result of UHC. It’s possible Dehraan feels that he should not pay for the subsidizing of other people’s health care.",""
"388","control","conservative","in support of",35,35,5,7,7,7,2,3,2,1,4,3,5,5,3,"Washington",1,"",20,NA,1,NA,NA,NA,NA,NA,1,NA,1,"It gives more options to people who currently don't have access to healthcare. Healthcare is extremely important, so it should not be restricted to those with money. Our ERs already work like this, so this is clearly a societal value we already have. And providing free preliminary care will help reduce the likelihood of further complications, potentially saving resources in the long run.",""
"389","PT","liberal","in support of",6,6,4,4,4,2,5,5,3,1,2,5,2,5,6,"Pennsylvania",2,"",18,NA,NA,NA,NA,NA,1,NA,1,1,1,"Poor Americans who are unemployed/ don't have a job that provides healthcare, need healthcare that they can rely on. The current system doesn't allow for working class Americans to get what they need in terms of care for check-ups, vaccines, and emergency room visits.",""
"390","PT","conservative","against",100,100,3,4,3,2,5,7,7,1,7,1,6,7,1,"South Carolina",2,"",65,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal healthcare will limit the amount of money doctors can receive for care which might reduce the number of people wanting to go into the profession.  There could be the possibility of long waits for certain procedures.",""
"391","PT","conservative","against",100,100,2,2,2,2,7,6,6,1,5,2,7,5,2,"Nevada",2,"",52,NA,NA,NA,NA,NA,1,NA,1,1,1,"He might say that the cost is exorbitant and would be unwilling to be taxed for people who are so much more unhealthy than him.",""
"392","control","liberal","against",60,23,5,4,4,4,3,4,4,1,2,4,6,5,6,"CA",1,"",30,NA,1,NA,NA,NA,NA,NA,1,NA,1,"Drawbacks are it’s ability to give treatments or appointments on time (hence the long wait times in Canada). There are only 1 doctor for every 1,000 patient.",""
"393","PT","conservative","against",95,95,4,6,3,5,3,3,3,1,5,3,6,6,2,"Missouri",1,"",38,NA,NA,NA,NA,NA,1,NA,1,1,1,"Universal health care is a socialist program and the US health care works better as a free market system. The government is very inept and would do a bad job of running the system. There would be long wait lines and the care would be worse.",""
