"","X","MID","condition","side","party","Q1.att_1","Q2.attT2_1","Q3.congruent","Q4.fitworldview","Q5.morals","Q6.important","Q7.coremoral","Q8.elab.deep","Q8.elab.effort","Q8.elab.thought","Q9.lib.simval","Q10.cons.simval","recep1.arg","recep2.arg","recep3.gen","recep4.gen","dem.gender","dem.age","dem.eth","dem.ideology","argument.x","att.check","username","timer","argument.y","Exclude."
"1237",1237,"857f2346","opposing party argument","in favor of","liberal",0,0,6,2,2,2,1,2,5,6,4,4,2,2,2,2,1,2,6,6,"Because of the enormous economic gap, some people have money for several homes while others live in small, dilapidated shacks. This seems incredibly unfair, especially when children are born into either situation and their actions have nothing to do with their environment.  Though the United States does not have a law in general to prevent someone from earning money and improving their situation, money is equal to opportunity and it can be almost impossible for someone who has little money to gain any more, while someone with lots of money is able to generate more easily.",3,"60bf1c18",448,"Because of the enormous economic gap, some people have money for several homes while others live in small, dilapidated shacks. This seems incredibly unfair, especially when children are born into either situation and their actions have nothing to do with their environment.  Though the United States does not have a law in general to prevent someone from earning money and improving their situation, money is equal to opportunity and it can be almost impossible for someone who has little money to gain any more, while someone with lots of money is able to generate more easily.",""
"1238",1238,"1f3500d9","control","against","",62,60,1,1,1,5,6,6,6,6,5,4,7,7,4,4,1,3,6,3,"Some citizens may need more money for medicine or other necessities. There are too many variables with this, as many people need many different things to live. Will everyone have the same house? Will everyone have a car, or public transportation? What about the difference in Urban/Suburban/Rural living?",3,"9e0542e7",1,"Some citizens may need more money for medicine or other necessities. There are too many variables with this, as many people need many different things to live. Will everyone have the same house? Will everyone have a car, or public transportation? What about the difference in Urban/Suburban/Rural living?",""
"1239",1239,"d80951e1","opposing party argument","in favor of","conservative",10,37,4,3,5,4,3,5,4,3,5,4,4,3,3,4,1,1,2,3,"Wouldnt seem fair. What if I wanted to make more and work harder.",3,"eb023e6d",917,"Wouldnt seem fair. What if I wanted to make more and work harder.","Y"
"1240",1240,"2e2c43f3","opposing party argument","in favor of","liberal",1,0,7,7,7,4,4,3,5,6,1,7,1,1,1,1,1,4,6,6,"A UBI would ensure that everyone would have enough money to meet their basic needs . This could provide some level of economic security and give people the freedom to find another job or extend their education. The benefits would be shared across everyone rather than the economic levels that our systems have today",4,"5a3bc3f5",631,"A UBI would ensure that everyone would have enough money to meet their basic needs . This could provide some level of economic security and give people the freedom to find another job or extend their education. The benefits would be shared across everyone rather than the economic levels that our systems have today",""
"1241",1241,"c036fb8","same party argument","in favor of","liberal",50,25,4,4,3,1,4,1,1,1,4,2,4,5,4,3,2,1,3,2,"Universal basic income is the right thing to do. People will be able to afford the minimum necessary means to support themselves.",3,"20a0528e",807,"Universal Basic Income is the right thing to do. People will be able to afford the minimum necessary means to support themselves.",""
"1242",1242,"e67a8fd5","control","in favor of","",17,27,3,5,5,2,3,3,1,3,4,6,2,2,2,2,1,2,6,5,"That it is given equally to everyone ",3,"b19faaa5",1,"That it is given equally to everyone ",""
"1243",1243,"a44ee88e","control","in favor of","",9,57,2,3,3,4,4,4,5,4,3,6,2,3,2,4,2,2,6,6,"It would benefit everyone in America. The poor would have enough for their basic needs.",3,"e90d9739",1,"It would benefit everyone in America. The poor would have enough for their basic needs.",""
"1244",1244,"2ce2137a","same party argument","in favor of","liberal",5,7,6,5,3,1,6,7,7,7,3,5,3,3,2,2,1,5,6,2,"As American citizens, citizens of the most free and humanitarian country in the world, all citizens have the right to a certain base of income. This base must consider factors such cost of living in the United States and current rates of taxation here. This base is an inalienable right as written by our forefathers in the U.S. Constitution. ",3,"272751b",48,"As American citizens, citizens of the most free and humanitarian country in the world, all citizens have the right to a certain base of income. This base must consider factors such cost of living in the United States and current rates of taxation here. This base is an inalienable right as written by our forefathers in the U.S. Constitution. ",""
"1245",1245,"5de93c07","opposing party argument","against","conservative",70,67,2,4,4,4,5,4,7,7,4,4,7,7,3,4,1,2,1,3,"I can see why conservatives would argue against this because some believe you only get what you work for and for most decrease the defense budget is a big no. I think all should be able to live. This may also cut down on the food-stamp and welfare abuse. ",3,"d0cf2dac",610,"I can see why conservatives would argue against this because some believe you only get what you work for and for most decrease the defense budget is a big no. I think all should be able to live. This may also cut down on the food-stamp and welfare abuse. ",""
"1246",1246,"888c1e1a","opposing party argument","in favor of","liberal",6,6,7,7,6,1,6,6,6,6,2,5,2,3,2,1,2,2,6,6,"No one would be homeless. People could afford to do more and wouldn't be worried about losing everything.",3,"6d148fa7",470,"No one would be homeless. People could afford to do more and wouldn't be worried about losing everything.",""
"1247",1247,"ec6b0ccd","same party argument","against","conservative",96,82,5,5,5,7,4,7,7,7,4,5,5,5,4,4,1,4,6,5,"It is a burden on taxpayers.  It encourages people not to work.",3,"ff55c5ee",559,"It is a burden on taxpayers.  It encourages people not to work.",""
"1248",1248,"1180961","same party argument","against","liberal",73,63,2,3,2,5,4,5,3,5,5,2,5,6,3,3,1,1,6,3,"The fact that people of higher income classes already have the money for their basic needs. The money that is being given to them in reality should be given in addition to the standard to those who can not afford it. ",3,"6c880ba9",906,"The fact that people of higher income classes already have the money for their basic needs. The money that is being given to them in reality should be given in addition to the standard to those who can not afford it. ",""
"1249",1249,"ffed0eaa","control","in favor of","",0,0,4,4,4,1,1,3,3,2,5,1,1,1,1,1,1,2,6,2,"Families would have an equal chance to support their families. ",3,"a95ba081",1,"Families would have an equal chance to support their families. ",""
"1250",1250,"166d9489","opposing party argument","against","conservative",96,99,7,6,6,5,6,4,6,6,7,1,3,4,2,5,2,3,3,1,"A person should earn his living. It's not good to depend on the government. A person should be self sufficient.",3,"3823e2d4",758,"A person should earn his living. It's not good to depend on the government. A person should be self sufficient.",""
"1251",1251,"d03ed9f5","control","in favor of","",33,16,4,4,2,2,3,6,7,6,2,7,4,6,2,2,1,2,6,6,"Everyone would receive basic food and housing that is necessary to survive. ",3,"5bee3ed5",1,"Everyone would receive basic food and housing that is necessary to survive. ",""
"1252",1252,"25ed861","opposing party argument","in favor of","conservative",13,5,2,3,3,2,3,5,3,5,7,3,2,5,2,5,1,3,6,3,"A conservative, that is a conservative for religious reasons, might make the argument that a universal basic income would help clergy-employed conservatives.  Many clergy-based jobs offer very little pay to their pastors and such, and a UBI would better help them support their family.  ",3,"2d050261",474,"A conservative, that is a conservative for religious reasons, might make the argument that a Universal Basic Income would help clergy-employed conservatives.  Many clergy-based jobs offer very little pay to their pastors and such, and a UBI would better help them support their family.  ",""
"1253",1253,"c7fb291b","opposing party argument","in favor of","liberal",2,2,1,1,1,2,6,4,4,5,3,7,1,2,3,4,2,2,6,6,"A liberal favors UBI because it levels the playing field. It keeps everyone subservient to the government, and liberals believe government knows best, not that individual people know best. They know UBI can control people and let them do what they want to them.",3,"6322f212",555,"A liberal favors UBI because it levels the playing field. It keeps everyone subservient to the government, and liberals believe government knows best, not that individual people know best. They know UBI can control people and let them do what they want to them.",""
"1254",1254,"a002dc4f","opposing party argument","against","liberal",78,71,4,5,4,4,5,3,7,7,4,5,5,4,5,5,2,2,6,6,"It is not fair for those that work hard and make a living.  Why should lazy people be rewarded with a fixed income when they are lazy?  ",3,"bfd87924",586,"It is not fair for those that work hard and make a living.  Why should lazy people be rewarded with a fixed income when they are lazy?  ",""
"1255",1255,"886b83d7","same party argument","in favor of","conservative",0,0,2,2,2,6,7,7,6,6,1,7,7,2,2,2,2,2,6,7,"Honestly as a conservative I can't think of any reason why myself, or any other conservative would be in favor of a Universal Basic Income. It makes no sense and is contradicts the ideology of conservatism in the first place.",3,"224ca7b2",380,"Honestly as a conservative I can't think of any reason why myself, or any other conservative would be in favor of a Universal Basic Income. It makes no sense and is contradicts the ideology of conservatism in the first place.","Y"
"1256",1256,"fa99d6e4","same party argument","against","liberal",76,69,4,3,3,5,3,7,7,6,5,2,4,5,5,4,2,1,6,3,"Giving a Universal Basic Income would provide benefits to those that don't need it, while there are families that are doing very poorly and struggling to get by. It's essentially taking money and dividing it across the whole population including the rich, when that same money could be put into programs to better serve those that are struggling.",3,"91059e1a",5,"Giving a Universal Basic Income would provide benefits to those that don't need it, while there are families that are doing very poorly and struggling to get by. It's essentially taking money and dividing it across the whole population including the rich, when that same money could be put into programs to better serve those that are struggling.",""
"1257",1257,"7bddd446","same party argument","against","liberal",69,74,6,5,6,6,5,6,5,5,5,3,5,5,6,5,2,3,6,3,"if people are guaranteed a basic income they will have no incentive to find work when unemployed or advance themselves",1,"e89fd067",566,"if people are guaranteed a basic income they will have no incentive to find work when unemployed or advance themselves",""
"1258",1258,"4e60f828","opposing party argument","against","liberal",50,55,4,4,3,5,4,5,4,5,3,4,3,3,4,4,2,3,6,5,"Giving scarce government money to high-income individuals who don't need it is wrong when there are people who are afflicted by poverty who need much more than they'd get under this program. This would be especially problematic if this program were funded by cutting other essential programs for low-income people, such as food assistance.",3,"161d5982",306,"Giving scarce government money to high-income individuals who don't need it is wrong when there are people who are afflicted by poverty who need much more than they'd get under this program. This would be especially problematic if this program were funded by cutting other essential programs for low-income people, such as food assistance.",""
"1259",1259,"cc85b647","opposing party argument","against","conservative",74,77,6,7,7,5,5,5,5,5,7,2,2,3,2,2,1,2,6,3,"People with money should not have to pay for people who do not want to work. The goverment is not responsible to give citizens a free ride. Nothing in this world should be free.",3,"fc6ccdf2",457,"People with money should not have to pay for people who do not want to work. The goverment is not responsible to give citizens a free ride. Nothing in this world should be free.",""
"1260",1260,"c5628959","opposing party argument","against","conservative",60,66,5,6,7,4,6,6,6,6,6,2,2,3,4,4,1,2,6,2,"Universal basic income gives people the chance to be lazy - if they are getting money from the government they will not want to push themselves to do better, to advance in a career and to make more money to provide for their families. It would be like having the entire population on welfare.",3,"744c018d",833,"Universal Basic Income gives people the chance to be lazy - if they are getting money from the government they will not want to push themselves to do better, to advance in a career and to make more money to provide for their families. It would be like having the entire population on welfare.",""
"1261",1261,"cd0d37ce","same party argument","against","liberal",100,100,5,3,2,6,7,4,4,6,5,1,3,2,5,6,2,1,6,1,"With a universal basic income, there would be many people living off the UBI alone without any extra income. While the UBI does meet some basic needs, the UBI will likely not be enough to ensure a high quality of life for the individual. It is the government's responsibility to do more than merely provide a minimal UBI to curb income inequality. ",3,"23b0c35",257,"With a Universal Basic Income, there would be many people living off the UBI alone without any extra income. While the UBI does meet some basic needs, the UBI will likely not be enough to ensure a high quality of life for the individual. It is the government's responsibility to do more than merely provide a minimal UBI to curb income inequality. ",""
"1262",1262,"680c26ea","control","in favor of","",2,0,4,2,3,5,5,4,4,6,3,5,2,1,2,2,1,3,6,5,"everyone would be on an equal playing field. This could remove the barrier between rich and poor and all would be able to afford the same things. this in turn could help remove problems with poverty.",3,"e902a88",1,"everyone would be on an equal playing field. This could remove the barrier between rich and poor and all would be able to afford the same things. this in turn could help remove problems with poverty.",""
"1263",1263,"415253b5","same party argument","against","liberal",80,80,3,3,3,5,6,4,3,5,5,2,4,4,4,4,1,1,6,2,"UBI is so far from what's ever been done economically in the U.S. Alternatives such as food stamps and social programs work instead. People who already have money don't need a universal basic income.",3,"611b4f0c",53,"UBI is so far from what's ever been done economically in the U.S. Alternatives such as food stamps and social programs work instead. People who already have money don't need a Universal Basic Income.",""
"1264",1264,"1221a048","control","in favor of","",5,74,6,6,6,6,6,6,5,6,5,5,5,6,5,5,1,3,6,2,"I mean it seems nice to have everyone have the same help from the government.  I do think that it would help society and keep some people who really need it safe and healthy.",3,"def95019",1,"I mean it seems nice to have everyone have the same help from the government.  I do think that it would help society and keep some people who really need it safe and healthy.",""
"1265",1265,"fe8dd4a6","same party argument","against","liberal",65,65,4,4,3,3,4,4,5,5,5,3,3,5,5,5,2,1,2,3,"that the liberal comes from a poor socioeconomic background and had to struggle to make ends meet for a long time. However, through hard work, he/she is now in a stable financial situation and doesn't want others to have a handout.",3,"9ee8dddf",785,"that the liberal comes from a poor socioeconomic background and had to struggle to make ends meet for a long time. However, through hard work, he/she is now in a stable financial situation and doesn't want others to have a handout.",""
"1266",1266,"363c854d","opposing party argument","against","liberal",55,45,5,5,3,2,4,5,6,6,2,6,4,5,6,5,2,1,6,6,"Universal Basic Income will remove the incentive to work from those in the lower classes, and could be taken advantage of by those that don't want to work. If UBI is enough to cover all basic expenses, every person living on it that doesn't work is an added strain on society.",3,"aa1306a9",194,"Universal Basic Income will remove the incentive to work from those in the lower classes, and could be taken advantage of by those that don't want to work. If UBI is enough to cover all basic expenses, every person living on it that doesn't work is an added strain on society.",""
"1267",1267,"5f98c7c0","control","in favor of","",25,25,4,5,2,2,4,3,4,3,6,7,3,4,2,4,1,2,6,6,"Sometimes there are situations beyond our realm of control that do not allow for us to provide for ourselves. In this case we need a universal basic income so that no matter the situation we have our basic needs met.",3,"d16b7eb8",1,"Sometimes there are situations beyond our realm of control that do not allow for us to provide for ourselves. In this case we need a Universal Basic Income so that no matter the situation we have our basic needs met.",""
"1268",1268,"214918a5","opposing party argument","against","conservative",100,100,7,7,7,5,7,5,4,7,5,2,1,1,2,2,2,4,6,3,"Why should the government create another handout to people who are not willing to work?  In this country you get ahead by working hard, and if they are not willing to work, then they shouldn't get anything.",3,"760412a7",31,"Why should the government create another handout to people who are not willing to work?  In this country you get ahead by working hard, and if they are not willing to work, then they shouldn't get anything.",""
"1269",1269,"aeef0690","same party argument","against","liberal",58,47,4,4,4,4,4,5,4,5,5,5,4,3,5,4,2,1,3,3,"Liberal might be against this because it could prove disastrous. The government may not give enough money to the citizens also other programs would be cut out.",3,"6c659491",176,"Liberal might be against this because it could prove disastrous. The government may not give enough money to the citizens also other programs would be cut out.",""
"1270",1270,"95e7c6a2","opposing party argument","against","conservative",100,100,7,7,7,5,7,5,2,4,7,1,1,3,7,7,1,2,6,1,"People should have to work for their housing and their food. We will go into greater debt as a nation if UBI is implemented.",3,"5790504a",684,"People should have to work for their housing and their food. We will go into greater debt as a nation if UBI is implemented.",""
"1271",1271,"12c9fbcd","same party argument","in favor of","conservative",20,70,2,1,2,3,2,3,4,5,6,5,6,6,5,5,2,3,6,6,"Capitalism is no good unless a solid foundation is laid down for it to run without derailing. A universal basic income will eliminate the major problems of poverty, homelessness, crime, and the inexplicable gap between classes. On such a firm foundation, capitalism can then run smoothly, under the expectation that everyone is being granted a fair chance at the game of individual private pursuits, because the basic necessities are provided, eliminating poverty and elevating each person up to the status of the competitive sport.",3,"84c022c7",399,"Capitalism is no good unless a solid foundation is laid down for it to run without derailing. A Universal Basic Income will eliminate the major problems of poverty, homelessness, crime, and the inexplicable gap between classes. On such a firm foundation, capitalism can then run smoothly, under the expectation that everyone is being granted a fair chance at the game of individual private pursuits, because the basic necessities are provided, eliminating poverty and elevating each person up to the status of the competitive sport.",""
"1272",1272,"cfc36747","opposing party argument","in favor of","liberal",17,43,3,5,6,4,2,6,7,7,6,6,5,5,5,5,2,4,6,5,"Instituting a UBI would level the playing field for disadvantaged citizens. This would allow them to get an education and housing, while helping them get a better paying job, which would in turn get them off of UBI.",3,"392357d6",193,"Instituting a UBI would level the playing field for disadvantaged citizens. This would allow them to get an education and housing, while helping them get a better paying job, which would in turn get them off of UBI.",""
"1273",1273,"ffbafe61","control","against","",85,12,1,1,1,1,6,7,7,7,4,4,2,4,5,6,1,4,6,3,"It would create an even lazier country of people. We would have more people not working because they won't necessarily have to in order to survive. With fewer people working who will farm, manufacture goods, work in positions necessary for our country to thrive? People who are on welfare now will have no incentive to get jobs. Employees working for minimum wage will find it easier to just not work. Why work when the basic necessities of survival are given to you for free? We will have a shortage of truck drivers who deliver goods to fill gas stations and stores. To many businesses will close with no employees and no goods to sell.",3,"d26aa1be",1,"It would create an even lazier country of people. We would have more people not working because they won't necessarily have to in order to survive. With fewer people working who will farm, manufacture goods, work in positions necessary for our country to thrive? People who are on welfare now will have no incentive to get jobs. Employees working for minimum wage will find it easier to just not work. Why work when the basic necessities of survival are given to you for free? We will have a shortage of truck drivers who deliver goods to fill gas stations and stores. To many businesses will close with no employees and no goods to sell.",""
"1274",1274,"e0af1b56","control","against","",74,74,6,6,5,4,5,3,2,4,7,2,2,4,4,4,1,2,6,1,"I think the biggest argument would be that it is unrealistic and too expensive for a country the size of the USA to be able to afford to give every citizen a universal basic income.  Especially when we would have to decrease military spending in order to pay for it, which I don't think would ever happen.",3,"55a9ed54",1,"I think the biggest argument would be that it is unrealistic and too expensive for a country the size of the USA to be able to afford to give every citizen a Universal Basic Income.  Especially when we would have to decrease military spending in order to pay for it, which I don't think would ever happen.",""
"1275",1275,"789b0546","same party argument","in favor of","liberal",14,12,4,4,4,2,4,5,5,5,4,4,4,4,2,4,1,2,6,3,"UBI would close the wage discrepancy gap that is growing everyday.  It will ensure that no matter your age, gender or ethnicity, you will be paid a living wage.",3,"e74487e8",716,"UBI would close the wage discrepancy gap that is growing everyday.  It will ensure that no matter your age, gender or ethnicity, you will be paid a living wage.",""
"1276",1276,"38390417","opposing party argument","in favor of","liberal",0,0,7,7,7,6,7,6,6,6,1,7,2,1,1,1,1,6,6,7,"By giving everyone the UBI we could eliminate other welfare programs. Everyone deserves to have a decent place to live and food on the table.  Everyone could contribute to the fund to pay for this income through taxes..",3,"abc6fb89",139,"By giving everyone the UBI we could eliminate other welfare programs. Everyone deserves to have a decent place to live and food on the table.  Everyone could contribute to the fund to pay for this income through taxes..",""
"1277",1277,"bcb9b3fd","same party argument","against","conservative",100,100,6,7,4,6,7,7,7,7,3,5,2,5,2,1,2,2,6,5,"The basic income could make people lazy. The view is that if people get money for nothing, then why would they work? It is true that it would kill ambitions for some people",3,"b04a5785",216,"The basic income could make people lazy. The view is that if people get money for nothing, then why would they work? It is true that it would kill ambitions for some people",""
"1278",1278,"7676df99","opposing party argument","against","conservative",75,75,5,5,5,5,5,6,6,6,5,2,3,5,3,3,1,1,6,3,"I work hard for the money I make, and I don't want my income tax money to pay for people not working as hard as I am or possibly not working at all. I would rather see my taxes pay for schools, or the military.",3,"41fe16d7",426,"I work hard for the money I make, and I don't want my income tax money to pay for people not working as hard as I am or possibly not working at all. I would rather see my taxes pay for schools, or the military.",""
"1279",1279,"9c570977","opposing party argument","against","conservative",75,75,3,2,2,1,5,5,5,5,6,3,4,4,4,4,1,3,6,2,"A universal basic income would put too much stress on the American government.  Many people would just accept the UBI and not do any additional work which would make it extremely difficult to collect the amounts needed to fund it from sources such as income taxes.",3,"40133ced",378,"A Universal Basic Income would put too much stress on the American government.  Many people would just accept the UBI and not do any additional work which would make it extremely difficult to collect the amounts needed to fund it from sources such as income taxes.",""
"1280",1280,"cbd76505","control","against","",75,60,1,2,3,5,5,6,4,5,5,3,6,4,6,4,1,2,6,3,"Is this ALL citizens regardless of criminal background, drug test results, etc.? That is the only reason I would disagree with it. There needs to be eligibility guidelines. Criminal background and drug screenings being the main two.",3,"9d4de4cf",1,"Is this ALL citizens regardless of criminal background, drug test results, etc.? That is the only reason I would disagree with it. There needs to be eligibility guidelines. Criminal background and drug screenings being the main two.",""
"1281",1281,"cb302be","same party argument","in favor of","conservative",5,20,5,5,3,2,4,5,6,6,1,1,5,5,5,5,1,3,6,6,"UBI would be a wonderful thing because it would eliminate all other programs given out by the goverenment. It would make a level playing field for all citizens. ",3,"15f119bc",4,"UBI would be a wonderful thing because it would eliminate all other programs given out by the goverenment. It would make a level playing field for all citizens. ",""
"1282",1282,"a7e0620b","control","against","",72,26,6,4,2,6,4,6,6,5,6,2,5,5,7,4,1,1,6,2,"I feel that the UBI could be a good idea, but I feel that too many people would abuse the services. The government would be in control of us even more as well.",3,"dfbe5f65",1,"I feel that the UBI could be a good idea, but I feel that too many people would abuse the services. The government would be in control of us even more as well.",""
"1283",1283,"43cbf3f7","opposing party argument","against","conservative",90,90,5,5,4,6,6,6,7,7,6,3,3,4,2,3,1,3,6,2,"They probably think people should find a good paying job. They would not want to decrease military spending. ",3,"540dbe40",847,"They probably think people should find a good paying job. They would not want to decrease military spending. ",""
"1284",1284,"20e5ee","opposing party argument","in favor of","conservative",12,7,6,6,5,7,6,6,7,7,5,6,6,2,5,5,2,2,2,2,"It should be a case by case basis.  It is favoring the 1% and eliminating the middle/lower class.",3,"207bd9fc",645,"It should be a case by case basis.  It is favoring the 1% and eliminating the middle/lower class.","Y"
"1285",1285,"dc1d53a3","control","against","",57,42,4,2,7,2,6,5,5,5,6,3,6,4,6,5,1,3,6,2,"This would allow people who choose to be lazy and not work to take advantage of the system and get their food and housing paid for. ",3,"77ae82e3",1,"This would allow people who choose to be lazy and not work to take advantage of the system and get their food and housing paid for. ",""
"1286",1286,"79fbdf4a","same party argument","against","conservative",100,100,3,4,4,7,5,7,7,7,4,4,7,7,4,4,2,3,6,7,"UBI might further promote an entitlement attitude among the citizens. UBI might instill resentment from hard working Americans or lower moral to work hard for your money. UBI although sound in idea would go against the biblical principal of giving out of your heart and not being compelled or forced to give.",3,"e972fa5d",471,"UBI might further promote an entitlement attitude among the citizens. UBI might instill resentment from hard working Americans or lower moral to work hard for your money. UBI although sound in idea would go against the biblical principal of giving out of your heart and not being compelled or forced to give.",""
"1287",1287,"4e8765e5","same party argument","against","conservative",100,100,2,1,1,5,6,7,6,6,3,2,5,6,5,3,1,2,7,6,"I feel as though the cost of living these days are extremely high. Many families are working multiple jobs and struggling to still keep food on the table. People used to be able to work one job and one parent stay home and still do great for their families. ",3,"e4d969e2",921,"I feel as though the cost of living these days are extremely high. Many families are working multiple jobs and struggling to still keep food on the table. People used to be able to work one job and one parent stay home and still do great for their families. ","Y"
"1288",1288,"6d20c827","control","in favor of","",0,0,7,7,7,1,1,4,4,4,2,5,1,1,1,1,2,5,6,5,"People wouldn't have to worry about buying their next meal. They also wouldn't have to worry about finding work if they're searching but remain unemployed. They'd have better mental health. ",3,"85ce5495",1,"People wouldn't have to worry about buying their next meal. They also wouldn't have to worry about finding work if they're searching but remain unemployed. They'd have better mental health. ",""
"1289",1289,"4c1ec5a7","control","in favor of","",0,0,2,2,2,2,6,6,5,7,1,3,3,2,1,4,2,2,6,5,"Some would argue that people have a natural right to food, water, shelter and other basic needs.  There is an economic sinkhole where people find themselves in an economic situation they may never dig their way out of.  Debt and economic distress can be a catch 22 ie I need a car to get a job but I need a job to get a car.",3,"ff2aa88a",1,"Some would argue that people have a natural right to food, water, shelter and other basic needs.  There is an economic sinkhole where people find themselves in an economic situation they may never dig their way out of.  Debt and economic distress can be a catch 22 ie I need a car to get a job but I need a job to get a car.",""
"1290",1290,"2a3787f9","opposing party argument","in favor of","conservative",12,27,2,2,2,5,5,4,4,5,6,2,5,5,5,6,1,4,6,2,"No food stamps. No Medicaid. No low-income housing. Head Start. Job training. Pell Grants to help people attend college.",3,"e4d7aab2",231,"No food stamps. No Medicaid. No low-income housing. Head Start. Job training. Pell Grants to help people attend college.",""
"1291",1291,"8c97da10","control","against","",85,85,2,1,2,7,7,6,6,6,7,1,2,7,2,7,1,3,6,2,"People should work to earn their money. Those who don't work hard don't deserve a handout.",3,"4ff0bc78",1,"People should work to earn their money. Those who don't work hard don't deserve a handout.",""
"1292",1292,"40dad23c","opposing party argument","against","conservative",73,77,3,3,5,4,4,5,3,5,6,3,5,5,5,2,1,3,6,2,"The taxes would have to be too high to cover this.",3,"554ab13c",752,"The taxes would have to be too high to cover this.",""
"1293",1293,"f6520737","opposing party argument","against","conservative",84,80,2,2,2,7,6,7,6,6,3,6,7,5,5,6,2,4,6,2,"Arguments of universal basic income:  Not all citizens are as well off financially as others.   Many Americans for have may be able to provide food, clothing and shelter, but are still paying off student loans. ",3,"616ae138",369,"Arguments of Universal Basic Income:  Not all citizens are as well off financially as others.   Many Americans for have may be able to provide food, clothing and shelter, but are still paying off student loans. ","Y"
"1294",1294,"21112e26","same party argument","against","conservative",71,50,6,6,6,5,6,7,7,7,2,7,6,6,5,7,1,5,6,6,"One argument might be that this would encourage people not to work.  This implementation would or might be an incentive for people not to work.  People who would receive this might be encouraged not to try as hard to find employment.",3,"2342d1e0",119,"One argument might be that this would encourage people not to work.  This implementation would or might be an incentive for people not to work.  People who would receive this might be encouraged not to try as hard to find employment.",""
"1295",1295,"1bc69f56","control","against","",71,94,2,3,2,7,7,7,7,7,7,7,7,5,7,7,1,1,1,1,"One argument is that it might make people lazy. People will see the chance an additional income and will stop any other effort toward working.  It might also debilitate others as most government programs limit the amount of hours that people can work in order to receive benefits.",3,"ffb69986",1,"One argument is that it might make people lazy. People will see the chance an additional income and will stop any other effort toward working.  It might also debilitate others as most government programs limit the amount of hours that people can work in order to receive benefits.",""
"1296",1296,"6b4531a2","control","against","",100,100,5,3,6,5,6,3,7,7,5,2,5,6,5,6,1,2,6,2,"This would put our country into more debt. Spending money to provide for the whole country would leave our other resources in jeopardy.",3,"5a9f25e3",1,"This would put our country into more debt. Spending money to provide for the whole country would leave our other resources in jeopardy.",""
"1297",1297,"1d130bd5","opposing party argument","against","conservative",69,68,6,6,6,6,6,5,5,5,7,1,3,3,3,3,1,3,6,1,"Conservatives probably think that they don't want their tax money to go to pay for other people to live on. They think that people should earn their own money and use that for their own expenses. ",3,"e54b2ebc",751,"Conservatives probably think that they don't want their tax money to go to pay for other people to live on. They think that people should earn their own money and use that for their own expenses. ",""
"1298",1298,"dd25bf2c","same party argument","against","liberal",90,81,6,6,6,5,4,6,5,5,7,3,5,6,5,5,1,2,6,1,"I would assume a liberal might argue that a universal basic income might weaken already in place welfare programs, such as food stamps. Food stamps are critical to our low-income citizens, so getting rid of such a system could prove catastrophic to thousands of families. The same could be said for medicaid/medicare. If a universal basic income would mean getting rid of medicaid/medicare, that could have dire effects for thousands, even millions, of US citizens. ",3,"155b3cfa",148,"I would assume a liberal might argue that a Universal Basic Income might weaken already in place welfare programs, such as food stamps. Food stamps are critical to our low-income citizens, so getting rid of such a system could prove catastrophic to thousands of families. The same could be said for medicaid/medicare. If a Universal Basic Income would mean getting rid of medicaid/medicare, that could have dire effects for thousands, even millions, of US citizens. ",""
"1299",1299,"96a117a2","control","against","",75,80,2,5,2,6,6,6,3,5,5,2,3,5,3,6,2,2,2,2,"It makes people lazy. They won't want to go to work since the government will provide for them.",3,"df147a23",1,"It makes people lazy. They won't want to go to work since the government will provide for them.",""
"1300",1300,"4ed0952e","opposing party argument","against","conservative",88,88,7,7,7,7,5,5,3,3,7,1,1,1,7,1,1,1,6,2,"They believe Universal basic income gives some people an easy time to mooch off the system. They believe everyone deserves what they get that comes at them in life.",3,"7b975602",806,"They believe Universal Basic Income gives some people an easy time to mooch off the system. They believe everyone deserves what they get that comes at them in life.",""
"1301",1301,"25b54162","same party argument","against","liberal",50,50,4,4,4,4,4,5,5,5,5,3,4,4,4,4,1,3,1,2,"I think a liberal might believe UBI would perhaps not be enough for some. Certain individuals might need more assistance than UBI would provide. ",3,"fc1d63c6",131,"I think a liberal might believe UBI would perhaps not be enough for some. Certain individuals might need more assistance than UBI would provide. ",""
"1302",1302,"e58c33d3","control","against","",65,60,2,1,2,4,6,6,5,7,6,1,5,5,6,6,1,2,6,2,"This system is not necessarily fair if there are citizens who do not have any desire to work.",3,"5aee8bd7",1,"This system is not necessarily fair if there are citizens who do not have any desire to work.",""
"1303",1303,"8759284a","same party argument","against","liberal",100,100,2,2,1,4,6,5,6,6,7,1,3,5,2,3,2,3,6,1,"The rich should not get Universal Basic Income because they don't need it.  Neither should the middle class who make upwards of $100,000 per year.  It should be kept only for the poor and the working class.",3,"36643155",926,"The rich should not get Universal Basic Income because they don't need it.  Neither should the middle class who make upwards of $100,000 per year.  It should be kept only for the poor and the working class.",""
"1304",1304,"ea590583","opposing party argument","against","conservative",60,60,3,3,3,3,4,5,2,3,5,4,5,6,5,6,2,3,6,2,"People should be responsible for their own income. Also, I don't believe it is the government's position to redistribute personal wealth amongst the population. One of the foundations of this country is the right to private property.",3,"e84a9845",815,"People should be responsible for their own income. Also, I don't believe it is the government's position to redistribute personal wealth amongst the population. One of the foundations of this country is the right to private property.",""
