ID,study.F,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essMoral,essPrac,poli_soc,poli_econ,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,Th1VA,Th2VA,Th3VA,Th4VA,Th5VA,Th6VA,Th1VB,Th2VB,Th3VB,Th4VB,Th5VB,Th6VB,duplicatedIP
R_6L3QYfgGd54KKK5,Study 1A,-1,Moral Message,4,4,4,5,4,2,4,3,-1,-2,-3,I feel that this guy is right and that recycling can definitely hurt more than help.,I didn't think of the other environmental impacts from the recycling process.,NA,NA,NA,NA,5,5,2,2,30,Male,NA,English,NA,1,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,FALSE
R_R5nFn0lhEG6kybv,Study 1A,-1,Moral Message,4,4,4,4,4,4,3,3,-2,0,0,Its upsetting to know pets are been killed due to recycling trucks,The increase of toxins and impurities caused by recycling is not good for the invironment,"Harm done to plants and people, due to the recycling program is a negitive impact to neighborhoods and cities.",NA,NA,NA,6,5,3,4,66,Female,NA,English,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA,FALSE
R_1F9Ahpx9ZvVUGPd,Study 1A,1,Practical Message,-1,1,1,2,3,3,3,2,0,2,2,Interesting,thought-provoking,NA,NA,NA,NA,4,5,2,2,21,Male,NA,English,NA,4,4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_2aQvSBAjXoAluEO,Study 1A,1,Practical Message,4,4,4,3,3,2,3,3,2,3,2,I was shocked that there are negatives associated with recycling.,I never saw recycling as a waste of resources.,This essay makes me feel slightly differently towards recycling.,NA,NA,NA,3,5,2,2,25,Female,NA,English,NA,3,2,1,NA,NA,NA,3,3,1,NA,NA,NA,FALSE
R_Z44zrR7bI15Tu7L,Study 1A,-1,Moral Message,2,2,2,4,4,2,4,3,2,2,2,It's weird that so many pets get his by trucks,It's even weirder that they can calculate it,Those poor pets,what about the countless Oceania creatures we kill with wasteful practices. (plastics in the water),NA,NA,4,5,4,3,34,Male,NA,English,NA,3,4,4,3,NA,NA,3,3,3,2,NA,NA,FALSE
R_3fUUighpGK5FoKk,Study 1A,1,Practical Message,0,0,0,1,1,1,1,1,-4,-4,-4,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,1,1,3,3,25,Male,NA,English,NA,4,4,4,4,4,4,4,4,4,4,4,4,FALSE
R_1qZXWrm6agnP0eZ,Study 1A,1,Practical Message,4,4,4,5,5,1,5,1,4,4,4,i would be interested in reading a counter argument or at least more than a single source on this topic.,NA,NA,NA,NA,NA,1,7,1,3,43,Female,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,FALSE
R_vITkwgz7Odhi45H,Study 1A,-1,Moral Message,4,4,4,4,4,4,3,4,2,2,2,"Recycling is a pain, but needed",I like the idea of doing my part,"I did not think of the other side of recycling, such as more trucks.","We must recycle ourselves, there are not pick ups where I live","Some communities require recycling, such as Fort Collins.. do not get caught throwing away cardboard!",Doesn't recycling save trees as well and out weigh any negativity.,5,5,4,5,49,Female,NA,English,NA,2,2,3,4,4,2,2,3,1,2,3,2,FALSE
R_3hFN8Fl4yHfq4iQ,Study 1A,-1,Moral Message,3,3,3,4,4,1,4,4,3,3,3,Recycling is good for the environment.,"The things listed by the speaker that were deemed as ""bad"" are not a direct result of the idea of recycling, but as the methods by which it occurs.","I don't disagree that those downfalls should be fixed, however it is not due to the idea of recycling itself.",NA,NA,NA,5,5,1,1,32,Male,NA,English,NA,2,3,2,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_3ENlxj3zIK1gmgT,Study 1A,-1,Moral Message,4,4,4,4,4,2,4,4,4,4,4,"The additional pollution from more trucks is something that hadn't crossed my mind in the past, but i still feel like the benefits of recycling out weight the extra pollution from the trucks.",The death of household pets was laughable to me. Huge eye roll.,"The shorter life span of wild life near the plants was sad, but would like to see data provided that does not come from an extremist group.",NA,NA,NA,7,2,3,5,29,Male,NA,English,NA,2,3,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_3nPetkjFbS8wmK9,Study 1A,-1,Moral Message,3,3,3,4,4,1,4,1,3,3,3,The article focuses very narrowly on only the increased pollution from increased fossil-fuel trucks,Article fails to consider that the increased transportation costs might be offset by the positives of recycling in general,Focusing on roadkill is an odd choice with no clear rational basis,"The conclusions are obviously overstated for hyperbole, perhaps solely for the purpose of this study",NA,NA,7,1,1,1,29,Male,NA,English,NA,3,3,3,3,NA,NA,2,2,2,2,NA,NA,FALSE
R_1DqF2YCJn2xyGCJ,Study 1A,1,Practical Message,1,-1,2,3,3,2,2,2,2,1,3,This is absurd,Then again the argument about more trucks being used might be valid,Air pollution is a serious problem,NA,NA,NA,4,6,2,2,24,Male,NA,English,NA,2,1,3,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
R_2UXUbGZnEmlNTHL,Study 1B,1,Practical Message,1,2,2,3,3,3,2,1,0,-1,0,"I think he makes some good arguments, recycling might actually be counter-intuitive when it comes to helping the environment and might actually just be best to reduce the amount we consume on a daily basis.",NA,NA,NA,NA,NA,2,4,4,4,25,Male,NA,English,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE
R_2V9HNCLHG8JzDMx,Study 1B,1,Practical Message,4,4,4,5,5,1,5,5,4,4,4,I care more about the future of our planet and the massive amounts of waste we as a species produce than the economy. It is extremely short sighted to care about some constructed capitalist system rather than to care for the system that supports us all and it is why our species will end up self destructing.,"I am skeptical about the statistics on chemical pollution presented, though if they are true it is about the only thing in the article that concerned me.","I honestly could not care less about our ""housing economy"". There should not be a ""housing economy"" anyways as housing should be a fundamental human right.",NA,NA,NA,2,7,1,1,24,Male,NA,English,NA,2,3,3,NA,NA,NA,2,2,4,NA,NA,NA,FALSE
R_1DqXYHQ4Vcuf28m,Study 1B,-1,Moral Message,4,4,4,5,5,1,5,4,4,4,4,Stopping recycling is not the answer.,"If recycling is so harmful, we need to come up with a way to address this issue and make it safer.",Pets being run over really doesn't enter into the argument because they should be contained and not roaming the streets.,There was no information comparing the damaging effects of recycling compared to the amount of harmful waste accumulating in landfills.,I would need strong statistical data in order to even consider altering my current position on this issue.,NA,7,3,1,5,55,Female,NA,English,NA,2,3,3,3,3,NA,2,3,2,3,2,NA,FALSE
R_1ozM5HvmJwSCjvh,Study 1B,-1,Moral Message,4,4,4,5,4,2,2,3,3,3,3,I think more trucks on the road endangering pets is more of a transportation safety issue than a recycling issue,if the plants produce pollution maybe they could be improved to emit less,the over the top negative descriptions of events is annoying,maybe the trucks could go electric or natural gas to reduce emissions,NA,NA,5,6,1,1,37,Male,NA,English,NA,3,3,2,3,NA,NA,2,2,2,2,NA,NA,FALSE
R_2v3bMeJPZSPe2rT,Study 1B,1,Practical Message,3,3,3,4,4,3,4,4,2,2,2,I thought that what I was reading was interesting.,I had thoughts about whether or not the information in the essay was correct or made up.,"I thought that even if the information was correct, the benefits from this process outweigh the negatives listed in the article.",NA,NA,NA,3,5,1,3,32,Male,NA,English,NA,3,3,2,NA,NA,NA,3,3,2,NA,NA,NA,FALSE
R_3HAEJxDMqAxLoDD,Study 1B,-1,Moral Message,4,4,4,4,2,4,3,2,4,4,4,Don't people put their pets on leashes?,There are more cars driving through neighborhoods than recycling trucks.,Did one of the researchers write this essay?,I don't think this is credible at all.,"Where is the comparative data for the factory use/pollution/etc, if recycling was done away with altogether and we were creating brand new bags, and boxes each time?",Don't they try to put recycling plants away from super populated areas?,5,2,2,2,33,Female,NA,English,NA,4,3,4,2,3,3,4,4,3,2,3,3,FALSE
R_27fWldvrH2N9n2a,Study 1B,-1,Moral Message,3,2,4,3,4,1,4,2,1,2,2,I really hope that this isn't true.,I never even thought about the emissions from recycling plants.,There needs to be some sort of regulations put into effect.,NA,NA,NA,6,4,2,2,23,Male,NA,English,NA,3,3,3,NA,NA,NA,3,3,3,NA,NA,NA,FALSE
R_3CoKahfaQMqDPl7,Study 1B,1,Practical Message,4,1,4,3,3,1,4,1,1,1,1,Does it matter if it's expensive if it helps the environment?,We should probably spend more money developing better ways to break down materials.,Can't they build these plants further away from people?,NA,NA,NA,1,7,1,3,31,Female,NA,English,NA,2,3,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_3Jz8fEwPynUlNfH,Study 1B,-1,Moral Message,4,4,4,4,4,2,4,3,3,3,3,of course there are some negatives,do the cons outweigh the pros?,all this about killing pets seems like an attempt at my emotions,animals living shorter lives around recycle plants is a valid reason,there must be more good from recycling then bad,i do know some people that seem to have valid reasons not to like recycling that much,5,4,2,2,34,Male,NA,English,NA,3,3,3,1,2,1,1,3,3,1,2,1,FALSE
R_3PX04IIgoobQg4g,Study 1B,1,Practical Message,1,3,2,4,3,3,4,3,2,2,1,the cost of recycling is more expensive and less efficient than normal trash service,increase in recycling leads to increase in giant trucks,air filtering is very expensive,people dont want to live near recycling plants,NA,NA,3,3,3,4,29,Female,NA,English,NA,3,3,3,3,NA,NA,3,3,3,1,NA,NA,FALSE
R_2tulj1KlorytdWi,Study 1B,-1,Moral Message,4,2,4,4,4,3,4,2,4,1,4,It seems like recycling doesn't have THAT big of an effect,This article seems exaggerated,These effects seen could be from another source,It seems like the negative effects aren't too extreme,NA,NA,4,4,2,2,22,Female,NA,English,NA,3,2,3,3,NA,NA,1,2,3,2,NA,NA,FALSE
R_3HvpCACVFrFjIRD,Study 1B,1,Practical Message,4,4,4,3,4,1,3,4,4,4,4,"i know its more expensive, but cost isn't the issue.",NA,NA,NA,NA,NA,2,6,3,3,50,Male,NA,English,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_1GKvs6zCWdZqyEm,Study 1B,-1,Moral Message,3,3,3,3,3,1,3,1,1,1,1,"Overall, I believe that recycling is good for the environment. There may be some negatives but the positives outweigh them",NA,NA,NA,NA,NA,4,3,2,2,32,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_xnJuVledz2TWY37,Study 1B,1,Practical Message,4,4,4,5,4,4,4,3,3,3,3,The trash has to be picked up anyways and disposed of in some way,It is more important to spend money on recycling now and benefit our future generations than a little bit more on social issues,NA,NA,NA,NA,4,6,3,3,29,Female,NA,English,NA,2,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,TRUE
R_BXoC24gpfHi7T6V,Study 1B,1,Practical Message,4,4,4,5,5,5,5,5,4,4,4,What is with this guy blaming recycling for so much stuff,where is he getting his information,NA,NA,NA,NA,2,6,2,2,29,Male,NA,English,NA,2,3,NA,NA,NA,NA,2,3,NA,NA,NA,NA,FALSE
R_d6AvyIfvAYvvQeB,Study 1B,1,Practical Message,-1,1,0,2,3,3,3,4,2,0,2,the quality,pricing,availability to me,NA,NA,NA,4,4,2,3,22,Male,NA,English,NA,4,4,4,NA,NA,NA,4,4,4,NA,NA,NA,FALSE
R_3FLFtsyv7qL9Jd7,Study 1B,-1,Moral Message,0,0,0,3,3,3,3,2,-2,-1,-2,thats crazy,NA,NA,NA,NA,NA,4,4,4,4,26,Male,NA,English,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,TRUE
R_3LZqOgeGNlsZcp5,Study 1B,-1,Moral Message,3,3,4,3,4,3,2,3,2,2,3,"I was surprised by the stance this author took, I thought he would come up with some better arguments.",The author didn't even mention any of the benefits of recycling.,"Yes, it's tragic that animals are sometimes hit by trucks, but this argument is really not very valid when you consider all the positive effects of recycling.",NA,NA,NA,3,2,2,4,29,Female,NA,English,NA,2,3,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_3O7JHdB3VR1v9cR,Study 1B,1,Practical Message,4,4,4,5,5,2,3,2,4,4,4,"I thought that if the main argument against was cost and efficiency, this can be remedied.","I thought that the biggest concern was potential for increasing gas consumption for garbage trucks, which is not necessarily the case. And, we can remedy it by using trucks with alternative energy consumption","I thought the alternative to not recycling is throwing it out, which has way more detrimental effects to all of the reasons listed (gas consumption, cost, and not to mention no one wants to live next to a freaking trash center). If their option was a recycling plant or a landfill, I'd take the noise of the recycling plant.",NA,NA,NA,1,4,1,2,28,Female,NA,English,NA,2,3,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_1hSxZi0Vw2oSe8f,Study 1B,1,Practical Message,4,3,4,5,4,3,4,3,3,-2,-2,How expensive can recycling get.,It definitely cleans up the environment.,How much recycling can there be.,NA,NA,NA,3,4,1,2,23,Male,NA,English,NA,3,3,3,NA,NA,NA,3,2,3,NA,NA,NA,FALSE
R_D7Tl697MqCB2STD,Study 1B,-1,Moral Message,4,4,4,5,2,3,4,4,2,2,2,Damn,I didn't know this,I'm worried,I don't know if I believe this,I need to do more research,NA,7,7,2,4,22,Female,NA,English,NA,4,3,4,3,3,NA,4,3,4,3,3,NA,FALSE
R_doRrxIUiAiqmgGR,Study 1B,1,Practical Message,3,2,4,5,5,4,4,5,3,4,3,this essey is thought is very pleasant well study,same point of tthing,very nice to participated,good,nice,super,6,7,5,5,29,Male,NA,English,NA,1,4,4,4,4,4,1,4,4,4,4,4,FALSE
R_3NJT3W7MyOIIO3c,Study 1B,-1,Moral Message,2,2,2,3,4,2,3,3,2,2,2,"That it was completely biased, referencing trucks as the main culprit of pet deaths.",Recycling benefits us all.,The fumes created are just as bad as trash,NA,NA,NA,5,2,2,2,27,Male,NA,English,NA,2,2,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_2TBqwb5SmtRN6Ex,Study 1B,-1,Moral Message,4,4,4,5,4,2,3,4,3,3,3,Good point on bringing up the number of pets that get killed by getting ran over.,Also decent point on more air pollution with more recycling trucks roaming about,NA,NA,NA,NA,5,4,2,2,25,Male,NA,English,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,FALSE
R_1Ig8yXX0raw7B7A,Study 1B,1,Practical Message,4,4,4,4,4,2,4,3,3,3,3,"I can see the author's point, but I don't completely agree",NA,NA,NA,NA,NA,1,7,1,2,23,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_31tukn38YDx7cxF,Study 1B,-1,Moral Message,4,4,4,5,5,1,5,3,4,4,4,I don't think this is a robust argument,The downsides he is mentioning are offset by the benefits,This is cherry picking,The pet argument is weak,NA,NA,4,6,1,1,33,Male,NA,English,NA,2,2,2,2,NA,NA,2,2,2,2,NA,NA,FALSE
R_1kXQn8amFX8R6Eq,Study 1B,1,Practical Message,4,4,4,5,5,1,2,1,4,4,4,What is the cost in ecology use?,Waste liquids still seep into the ground water...,NA,NA,NA,NA,5,5,3,3,57,Male,NA,English,NA,4,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_2YmlQet247rKqOx,Study 1B,1,Practical Message,3,3,3,3,2,2,2,3,1,1,1,I think ideally recycle is a good idea,I think we need to spot what is most useful to recycle and what it is not,I believe that protecting the environment and resources is a priority,NA,NA,NA,7,6,2,2,29,Female,NA,English,NA,2,3,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_DMgv0uenDPysl3z,Study 1B,-1,Moral Message,4,4,4,4,4,3,3,4,3,3,3,Sounds made up,"The Penn & Teller show, Bullshit, that talks about how recycling is bullshit.",not sure what to believe.,NA,NA,NA,5,5,2,1,40,Male,NA,English,NA,2,3,3,NA,NA,NA,2,3,3,NA,NA,NA,FALSE
R_1mRHzRSDg2GkXgP,Study 1B,1,Practical Message,1,1,1,2,2,2,2,2,1,1,1,postive,respnosible,environmentally friendly,conscious,considerate,good,4,4,2,2,28,Male,NA,English,NA,4,4,4,4,4,4,4,4,3,4,4,4,FALSE
R_231f2gHmwhsnIM7,Study 1B,-1,Moral Message,4,4,4,3,4,4,3,2,4,4,4,Seems to just be making me feel bad about pets dying.,The essay did nothing to explain what the stats of pollution would be like if recycling would stop.,"If you're not going to say what pollution levels would be like without recycling, it's probably because it's worse, but that would hurt your argument so you just leave it out.",NA,NA,NA,6,3,1,2,28,Male,NA,English,NA,3,3,3,NA,NA,NA,3,3,2,NA,NA,NA,FALSE
R_293P3HlQDZleJ7j,Study 1B,1,Practical Message,2,0,2,1,3,1,3,1,0,0,0,I really don't care about recycling either way. I do it because my city insists on having two bins and will sometimes hit you with a fee if you don't use your recycle bin.,It'd be funny if this essay is correct and recycling causes more environmental harm than it circumnavigates.,NA,NA,NA,NA,1,7,3,4,42,Male,NA,English,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_Abs7t2GmY7Al6et,Study 1B,-1,Moral Message,0,0,2,4,5,4,3,2,1,3,1,This is silly.,People should just do what they can.,"If everybody chipped in just a little, that would be huge.",NA,NA,NA,4,3,4,4,41,Female,NA,English,NA,2,3,3,NA,NA,NA,4,2,4,NA,NA,NA,FALSE
R_3HSSz19ahj4jd7r,Study 1B,-1,Moral Message,3,2,3,4,3,3,3,4,0,0,-1,RECYCLING IS EXPENSIVE,RECYCLING IS FAVORABLE,RECYCLING NEEDS TO BE VERY WELL PLANED,NA,NA,NA,5,4,2,3,33,Male,NA,English,NA,1,2,3,NA,NA,NA,3,2,3,NA,NA,NA,TRUE
R_3q8nenFOkcaFkj1,Study 1B,-1,Moral Message,4,4,4,4,4,3,5,5,3,4,3,Killing pets is bad.,That makes me sad to think about pets dying.,A lot of pollution isn't good.,Not sure if this still makes recycling bad though.,NA,NA,5,6,1,3,35,Female,NA,English,NA,3,3,3,3,NA,NA,4,4,3,3,NA,NA,FALSE
R_W0ZyKwiT42ZG5ix,Study 1B,1,Practical Message,4,4,4,4,4,4,4,4,1,1,1,It concerns me that it is more expensive to recycle than to not recycle,NA,NA,NA,NA,NA,4,5,4,4,22,Female,NA,English,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE
R_8v5pvcLwCBba5Ff,Study 1B,1,Practical Message,3,3,3,3,4,1,3,1,3,3,3,"The essay was well written, but didn't focus on points that were convincing to me.",I would be more inclined to listen if there were a suggestion about some of these other public works programs that would supposedly be so much better.,My general belief is that governmental organizations can afford much more than they claim to be able to and are unwilling to compromise.,NA,NA,NA,4,5,1,1,24,Other,Genderless,English,NA,2,3,3,NA,NA,NA,2,3,4,NA,NA,NA,FALSE
R_vdHOZmXe0MvY8lb,Study 1B,1,Practical Message,4,4,4,5,4,2,4,3,2,2,2,"There is no reason for me to ever believe recycling is bad, the only thing that is bad... is what they do with it. It does not matter what they do with it, just do it.","It helps the environment, marine wildlife, and countless other things.",NA,NA,NA,NA,2,1,3,3,27,Male,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_1mWXn4a7w5XAVM9,Study 1B,1,Practical Message,4,4,4,4,3,1,3,2,4,4,4,I was thinking the writer does not care about our planet.,I was thinking how I am proud to support our planet.,I was thinking how I hope the earth is good for future generations.,NA,NA,NA,4,6,4,5,31,Male,NA,English,NA,2,4,4,NA,NA,NA,2,4,4,NA,NA,NA,FALSE
R_2atwRk279QVRqKf,Study 1B,-1,Moral Message,0,0,0,1,1,1,1,1,1,1,1,I didn't have any thoughts,n/a,n/a,NA,NA,NA,4,4,3,3,35,Male,NA,English,NA,3,4,4,NA,NA,NA,4,4,4,NA,NA,NA,FALSE
R_2CVPpMPxi5dQFnK,Study 1B,1,Practical Message,4,4,4,5,5,2,4,3,4,4,4,So what if it costs more?  It's the better option.,"By that flawed logic, we shouldn't even take things to landfills.  Instead we should just toss our trash on the ground and let it lay there.",How many people want to live near landfills?,NA,NA,NA,2,7,3,3,29,Male,NA,English,NA,2,2,3,NA,NA,NA,2,2,4,NA,NA,NA,FALSE
R_3OqVvBmcPy8ncZh,Study 1B,-1,Moral Message,0,-1,0,1,3,2,2,1,1,1,1,"I'm sorry, you think that recycling is why dogs get run over by trucks?","From that one fallacy, I can tell this whole thing is bullshit.",Fuck this person and their poorly reasoned essay.,"Now I like recycling, but only to make the person who wrote this mad.",NA,NA,5,4,1,1,28,Female,NA,English,NA,3,2,2,2,NA,NA,2,2,2,2,NA,NA,FALSE
R_2z84yexlPfovPUb,Study 1B,-1,Moral Message,-2,3,1,3,2,4,4,3,0,-2,3,i think recycling programs are good and have worked for years,NA,NA,NA,NA,NA,3,6,3,3,26,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_3oWVj3BCA0s9TV4,Study 1B,-1,Moral Message,4,3,4,4,2,3,3,2,4,3,4,I don't know if I believe this information.,I wonder if this is factual or designed to make me second guess myself.,There's no way that many animals are affected negatively.,"Even if this information is true, it's still better to recycle.",I don't think this information will sway me.,NA,7,5,4,5,42,Male,NA,English,NA,3,3,2,2,2,NA,2,3,2,2,2,NA,FALSE
R_1ifabQZbrO12RI5,Study 1B,-1,Moral Message,4,4,4,4,5,1,4,2,4,4,4,Recycling does more good than harm to the environment.,The arguments against recycling are not convincing.,NA,NA,NA,NA,5,5,1,1,28,Male,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_5nJIUJtHL0OseU9,Study 1B,1,Practical Message,2,2,2,2,2,2,2,1,-1,-1,-1,Recycling seems to potentially not be worth it.,It seems resources should be used elsewhere.,This should cause people to reevaluate their perceptions of recycling.,NA,NA,NA,1,7,4,4,29,Male,NA,English,NA,1,1,1,NA,NA,NA,1,1,3,NA,NA,NA,FALSE
R_2wFeB6PK89C9jGW,Study 1B,-1,Moral Message,0,0,0,4,4,3,5,3,0,0,0,paper recycling is a must,NA,NA,NA,NA,NA,5,4,1,1,26,Female,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_1DVfRX6WaUEhVH5,Study 1B,1,Practical Message,4,4,4,4,5,3,4,1,1,1,1,I've never thought about how recycling may be inefficient.,Maybe the writers concerns are exaggerated.,NA,NA,NA,NA,2,7,1,3,33,Male,NA,English,NA,3,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,FALSE
R_2cjEzxJWLpxLczz,Study 1B,-1,Moral Message,2,3,3,4,5,3,4,4,2,2,2,He has a point,There are always tradeoffs,I am sure someone has done the math,NA,NA,NA,6,7,1,1,56,Male,NA,English,NA,1,3,3,NA,NA,NA,1,3,4,NA,NA,NA,FALSE
R_2zpwf6Aews9yd2z,Study 1B,1,Practical Message,4,4,4,5,4,2,5,2,3,3,3,I think I'd like to see more research into what he said.,I don't think recycling is a bad thing as he stated.,I'd want to see more facts and support about the thigns he said as far as negatives of recycling.,NA,NA,NA,2,6,1,2,30,Female,NA,English,NA,3,2,3,NA,NA,NA,3,2,3,NA,NA,NA,FALSE
R_z0WusaMzD79aSZj,Study 1B,-1,Moral Message,4,4,4,4,4,3,3,2,4,4,4,"That's a weird, extreme, emotional way of putting it",The trucks and the pollution they cause are side issues and not necessary to recycling,He's not balancing the harms of throwing these things away,This guy has an agenda,"Ultimately eliminating the trash trucks would be the goal, not the recycling ones","Immoral, really? How dramatic. He hasn't proved that.",6,3,1,1,38,Female,NA,English,NA,2,3,3,3,3,2,2,3,2,2,3,2,FALSE
R_3hlSnWvMnsJNI2v,Study 1B,1,Practical Message,4,4,4,4,4,2,3,4,3,3,3,Recycling vehicles do not take up that much room on the streets or cause congestion.,Recycling can be costly but it is better for the environment,NA,NA,NA,NA,4,3,3,3,34,Female,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_vf3b9yYCyOHGplT,Study 1B,-1,Moral Message,4,4,4,3,4,2,4,2,3,3,3,"If it wasn't being recycled, there would still be the same amount of waste to dispose of and it would require the same amount of trucks.",Incinerating garbage creates its own health concerns.,"Trucks could be electrified and run autonomously, which would save both the environment and animals.",NA,NA,NA,5,4,2,2,32,Male,NA,English,NA,3,3,3,NA,NA,NA,3,3,3,NA,NA,NA,FALSE
R_2az3i6jGlyIZCBa,Study 1B,1,Practical Message,4,4,4,2,3,2,3,1,-1,0,-2,The essay changed my view on recycling. I never considered the net cost of recycling and the extra resources that have to be used to implement a recycling program. I want to know if any groups are benefiting financially from recycling programs,NA,NA,NA,NA,NA,2,6,3,3,35,Male,NA,English,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE
R_RaIbGRJjCn1qtHj,Study 1B,1,Practical Message,4,4,4,5,4,1,4,1,4,4,4,"Yes, I agree that recycling is not cost-free.","We cannot simply continue to throw everything away. The Earth has finite geography, and at some point it will just be a giant garbage dump.","We have to leave something for our children. Even though we won't cover the Earth with trash in our lifetime, the more we do, the faster it happens. So while it will take many, many generations, we still need to slow the pace.",NA,NA,NA,3,6,3,2,51,Male,NA,English,NA,1,3,3,NA,NA,NA,1,2,2,NA,NA,NA,FALSE
R_3HHscB6MWO5Qu94,Study 1B,-1,Moral Message,2,2,2,3,3,3,3,2,2,2,2,wow that is a stretch,hmm more trucks that could be  aproblem,roadkill come on,death of pet nope different car would have hit them,NA,NA,6,5,2,4,34,Female,NA,English,NA,2,1,2,2,NA,NA,2,3,4,3,NA,NA,FALSE
R_sLRCnUzZZ8bkLIt,Study 1B,1,Practical Message,0,1,2,3,3,4,4,3,1,2,1,meaningful,easy going,vibes,political stance,snow flake,Don't disrespect,4,4,3,3,25,Male,NA,English,NA,4,4,4,4,4,4,4,4,4,4,4,4,FALSE
R_2Et4HkXE2wbPQP1,Study 1B,-1,Moral Message,4,4,4,4,2,3,3,2,2,2,2,"The first argument against it was that more household animals were hurt by the number of trucks on the road.  To counter that argument, the number of regular trash trucks on the road is not safe as well.  Therefore, if we should eliminate recycle trucks, we also need to eliminate normal trash trucks.","The second argument was the toxins produced from recycling plants.  To counter that argument, the town should also close all landfills and manufacturing plants to reduce toxins. It is wise to eliminate manufacturing plants and jobs so those people can spend more time at home with their pets.",The author of this article is clueless to global warming effects.,NA,NA,NA,3,5,2,2,29,Male,NA,English,NA,3,3,2,NA,NA,NA,3,3,2,NA,NA,NA,FALSE
R_2OMGKmolTAoLc1G,Study 1B,-1,Moral Message,4,3,4,5,3,1,4,4,4,3,4,"If there were no recycling trucks, would there be more trash trucks for additional garbage?",Are there any other possible causes of the pet deaths?,What about toxic fumes from trash piles?,Is this a real article?,NA,NA,7,5,2,4,39,Male,NA,English,NA,3,3,3,3,NA,NA,3,4,3,3,NA,NA,FALSE
R_vkKzSKRQkxHNKPT,Study 1B,1,Practical Message,4,4,4,5,4,1,4,5,4,4,4,I disagree with the paper and strongly support recycling,The paper only looked at the costs of recycling not the benefits such as less dependence on foreign oil for plastics and reusing plant based products as cardboard.,The paper did not look at the costs of using new instead of recycled materials such as pop cans.,My parents were depression era children and I was taught to make do and re-use to save money.,I'm glad that I started composting.,The professor is wrong.,1,7,2,2,66,Female,NA,English,NA,2,3,3,4,4,2,2,2,2,2,3,2,FALSE
R_BLpPqLsMytFFFiF,Study 1B,1,Practical Message,1,2,2,3,4,1,2,2,0,0,0,Is it doing any good?,Are we doing harm in trying to clean up the environment?,I'd like to read more about this topic.,NA,NA,NA,4,7,2,1,27,Male,NA,English,NA,3,3,3,NA,NA,NA,3,3,3,NA,NA,NA,FALSE
