ID,,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essAQ,essMoral,essPrac,poli_soc,poli_econ,rate1,rate2,rate3,rate4,rate5,rate6,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,duplicatedIP
R_2xW9IiPxNaNEYBO,,1,Practical Message,-2,-3,-3,4,5,3,5,3,-3,-3,-3,"Agree that worker productivity will decrease. Workers currently attempt to ""hide"" marijuana usage. Companies will have to adopt new policies when the new laws take into effect. How will they address marijuana in the system for drug testing?","The last sentence could have been its own argumentative statement. More scientific evidence is necessary before legalizing marijuana. It seems there is a push for legalization without any thought if it actually does provide medical or health benefits. To date, the USDA has found none.","Because medical marijuana is legal, individuals may purchase more marijuana on the black market or from drug dealers believing that they will ""get away with it."" They believe medical marijuana provides them with the excuse to use.","The marijuana industry is difficult to regulate and has no clear guidelines for functioning. As a result, more dangerous forms of marijuana could be used in the market...such as that loaded with cocaine or other dangerous hallucinogens.","Marijuana has been proven time and and time again to be a gateway drug for drug use. Furthermore, it has been shown in multiple studies to reduce and impair cognitive functioning. We are allowing a future of diminished brain capacity workers to move into the workforce.","Marijuana should have the same limitations and regulations put in place as alcohol. Individuals should be required to show IDs and should be required to be a certain age before purchasing. Marijuana should also come with labels. To date, that does not exist.",5,5,7,2,4,2,2,2,2,2,2,47,Female,NA,1,NA,FALSE
R_1DBTzQZ7uLUneXf,,1,Practical Message,-1,-2,-2,4,3,3,3,4,-1,-1,-1,People get so lazy when using marijuana.  I think we are producing a society of unproductive people that will misuse marijuana just like they do with alchohol.,NA,NA,NA,NA,NA,4,4,4,4,4,2,NA,NA,NA,NA,NA,41,Female,NA,1,NA,FALSE
R_ROVdkkBqymhFBdv,,-1,Moral Message,4,4,4,4,5,4,3,2,4,4,4,Driving while impaired is already illegal. This would theoretically hold the same amount of danger,Regulating industries will prevent companies form becoming like the Tobacco industry,NA,NA,NA,NA,1,4,6,1,3,1,1,NA,NA,NA,NA,26,Male,NA,1,NA,FALSE
R_1Qu2c6X4HcNpHR3,,-1,Moral Message,3,3,3,4,4,2,4,4,2,2,2,I hadn't thought of legalization as such a moral issue.,The idea of increased impaired driving incidences never really occurred to me.,I do think minors are more apt to smoke marijuana if it's illegal.  it's more exciting to them.,NA,NA,NA,7,6,6,2,3,3,2,1,NA,NA,NA,42,Female,NA,1,NA,FALSE
R_1mlLOb1YtPWVB1F,,-1,Moral Message,4,4,4,4,5,2,5,4,3,3,3,"I used to be a heavy pot smoker, and it did little for me except make me unmotivated.","I was a more careful driver while I was high, because it made me more paranoid of being in a wreck.",NA,NA,NA,NA,6,6,6,3,3,3,1,NA,NA,NA,NA,41,Male,NA,1,NA,FALSE
R_2wFhMWg6uCfIxVx,,-1,Moral Message,3,3,3,3,4,1,4,2,3,3,3,That is a bold statement with very little to back it up.,Minorities are already suffering in states where marijuana is not legal.,"Impared driving, cool. If we're not going to legalize something because of impaired driving then we should also make alcohol, cell phones, and eating while driving illegial.",NA,NA,NA,2,5,2,2,2,1,1,1,NA,NA,NA,23,Female,NA,1,NA,FALSE
R_12ccAK70vo3WxER,,1,Practical Message,4,4,4,5,3,3,5,1,4,4,4,"i can see how it will be difficult to legalize, which is why it really shouldn't be...",i really disagree with this person,"i don't think it's going to hinder productivity, if anything it'll make it better as people will be able to get off harmful pharmeceuticals",hearing that it will hinder PRODUCTIVITY made the writer lose credibility,NA,NA,3,5,3,2,2,2,3,1,3,NA,NA,31,Female,NA,1,NA,FALSE
R_a4wq0FHsAmMg3Yd,,1,Practical Message,2,2,3,4,4,1,2,2,2,2,3,The person that wrote this didn't mention proof to back up their claims.,Some of it is pretty hard to believe.,NA,NA,NA,NA,2,3,7,3,3,3,1,NA,NA,NA,NA,43,Female,NA,1,NA,FALSE
R_25zrDQ2BnKNKjt7,,-1,Moral Message,-1,-2,-1,4,3,2,3,2,-3,-3,-3,"Legalizing marijuana would be effective in decreasing the number of individuals arrested and charged for having small amounts of marijuana in their possession, sometimes the quantity a person may have on them is not worth arrest.",I never knew about the increase in death in Canada do to legalization of marijuana but persons under the influence driving is the primary reason I feel legalization is a bad idea.,I never knew about the impact legalization would have on teens and those with an addiction.,"Establishing businesses that sell marijuana is a bad idea, they encourage recreational drug use.","Marijuana is mind altering, it should be classified as a narcotic and only allowed with a prescription.","It's true, marijuana would become the next ""Big Tobacco"".",7,6,5,2,3,1,2,2,2,2,2,45,Female,NA,1,NA,FALSE
R_2OUecpNgQhHexJV,,-1,Moral Message,-2,-3,-3,3,4,1,3,2,-3,-4,-3,Marijuana prevents proper brain development.,People do not know what they are doing.,Car accidents would increase.,Now I have to worry what drivers around me would do.,"Surely, minorities would suffer from Marijuana use.",This is a crazy idea to legalize something that can cause so much harm in future.,7,2,7,3,3,2,2,2,2,2,2,50,Female,NA,1,NA,FALSE
R_33eTEwrHeUutFMb,,1,Practical Message,2,3,3,5,4,3,4,4,2,-1,3,It made a great point about the workplace and how it would affect workers and their performance,NA,NA,NA,NA,NA,2,5,6,3,4,3,NA,NA,NA,NA,NA,29,Female,NA,1,NA,FALSE
R_1M68ezA6G1wnaqz,,1,Practical Message,3,3,3,3,3,2,3,2,3,3,3,I don't think that there are going to be a lot of people who start to use marijuana if it becomes legal in a given state.,People are going to use marijuana regardless of whether it is legal or illegal.,Too much money is spend on enforcing marijuana laws.  There are more important things to be enforcing.,NA,NA,NA,5,1,7,2,2,1,1,1,NA,NA,NA,61,Male,NA,1,NA,FALSE
R_1d65A0flfcJM7tK,,1,Practical Message,1,1,1,2,4,3,4,2,1,1,1,marijuana is much less harmful than alcohol,"it would be profitable to gain money off the taxes, their social dollar comments are nonsense",you can still enforce laws against those violating the rules regarding this,it will be hard for employers to check though,NA,NA,4,5,3,1,2,1,1,1,2,NA,NA,28,Female,NA,1,NA,FALSE
R_BLJx5ngfYFHIMkp,,1,Practical Message,-1,-1,-1,4,4,2,5,1,-1,-1,-1,build the wall,it's the Mexicans' fault,marijuana is harmful,NA,NA,NA,5,3,5,5,5,2,2,2,NA,NA,NA,35,Male,NA,1,NA,FALSE
R_pMeCZ9dlqJX6025,,1,Practical Message,-3,-3,-4,3,5,2,4,4,-3,-3,-4,"While reading the essay, I thought of how legalizing the drug will lead to increased traffic accidents and fatalities. I already have to deal with drunk drivers on the road, now I have to hope the driver beside me isn't high.","I thought of how much it will cost to help these users detox. Contrary to popular belief, uses can and do get hooked on the drug. Not every user who wants to quit can afford a private clinic. Why should I, as a non-drug user, have to foot the cost for someone else's foolishness?",I thought of how the foster care system is going to handle the influx of children that are removed from their home due to drug use. It's not hard to figure out that marijuana users do not make the best parents. Someone has to care for these children and it will fall to the state to deal with the situation.,"I thought that marijuana users make the work place far more dangerous for fellow employees. In particular, having impaired employees due to marijuana use the manufacturing and farming industries is an accident waiting to happen. I really don't want to think about a pilot who is coming off a high trying to fly an aircraft.","I thought how much of a waste of time it is to use drugs, marijuana in particular. Each of us has only so much time on this earth. It is truly sad that some people prefer to squander their life nodding off while high instead of enjoying what this life has to offer.","I thought about the physical damage marijuana does to the body. Research has determined that regular marijuana use causes lung damage similar to tobacco use. Asthma, emphysema and bronchitis can and does result from the smoke.",7,5,7,4,4,2,2,2,2,2,2,63,Female,NA,1,NA,FALSE
R_dcG4MFXFvJVWyqJ,,1,Practical Message,2,3,1,4,4,4,4,4,2,4,1,Would decrease crime rate in lower income areas,Just a overall more positive vibe,More state income,Better health,Better sleep,More friends and better taste of food,4,5,4,3,4,3,2,3,3,4,1,25,Male,NA,1,NA,FALSE
R_2zT6EosLdE33C0y,,1,Practical Message,2,1,1,2,5,3,4,5,-2,1,-1,I think that marijuana legalization will make the communities unsafe.,Marijuana users that drive will be like drunk drivers on the road.,People use marijuana in the wrong way to get high when it should only be regulated for medical necessity.,NA,NA,NA,7,6,7,5,5,2,3,2,NA,NA,NA,27,Female,NA,1,NA,FALSE
R_20TFCJJCuazQUkq,,1,Practical Message,2,3,4,3,3,3,4,1,2,3,3,Its the same issue as prohibition.,"People are already using it, it might as well be legal and taxed.","What a terrible article, full of holes and assumptions.",NA,NA,NA,1,4,5,1,1,1,1,3,NA,NA,NA,32,Male,NA,1,NA,FALSE
R_1j6CYJdmEAHtPE7,,-1,Moral Message,4,4,4,4,5,1,4,3,4,4,4,"Alcohol and cigarettes are far more dangerous and are completely legal, so the argument that marijuana is dangerous is dumb.",NA,NA,NA,NA,NA,1,7,1,2,2,1,NA,NA,NA,NA,NA,59,Male,NA,1,NA,FALSE
R_1lfqvWp7g80FqZQ,,1,Practical Message,-4,-4,-4,2,4,1,5,3,-4,-4,-4,It's gonna increase the number of accidents,"It's gonna increase the number of consumers, and it's not really healthy, even if natural, because it attacks and ""burns"" neural cells that won't get replaced",NA,NA,NA,NA,6,2,7,3,3,2,2,NA,NA,NA,NA,39,Male,NA,1,NA,FALSE
R_3r1ZuTpypMQyJdu,,1,Practical Message,-1,-2,-1,1,1,1,3,2,-3,-4,-3,I believe marijuana should only be used in a medical sense that has been proven by the FDA to work with. Any other reason to use it is impractical.,NA,NA,NA,NA,NA,7,7,7,1,1,2,NA,NA,NA,NA,NA,23,Female,NA,1,NA,FALSE
R_4GaRIx5ZWXPdoU9,,-1,Moral Message,-1,-2,-3,2,4,1,4,1,-1,-3,-4,The article is mainly truthful and honest.,Agree that it hurts young people's developing brains.  Proven science.,Profits over people.,Not a moral issue but a medical health issue.,Can't believe so many are for legalization.,Detrimental to society as a whole,5,6,2,3,4,2,2,2,2,4,2,48,Female,NA,1,NA,FALSE
R_2OPX5b2XkDjhU5z,,-1,Moral Message,4,4,4,4,4,1,4,3,4,4,4,My first thought is what does minorities have to do with any of this? It should be people as a whole minorities are no different than anyone else.,As far as people with mental illness it has been proven that the use of marijuana to treat depression and anxiety not only helps but it improves peoples daily lives.,The youth today have access to more drugs than marijuana so if it becomes legal than people can rest assure that it is not laced with other drugs that could kill someone.,"As far as the statistics go about car accidents, more accidents happen from alcohol which is legal and lack of sleep then under the influence of marijuana.",NA,NA,3,3,6,4,4,4,1,1,1,NA,NA,36,Female,NA,1,NA,FALSE
R_2fg6hf7tnIs1Jsp,,-1,Moral Message,4,4,4,3,5,1,5,2,4,4,4,"did not address any pros, such as reduction in crime",did not make comparisons to other legal drugs such as alchohol and tobacco,NA,NA,NA,NA,3,3,5,2,3,1,1,NA,NA,NA,NA,47,Male,NA,1,NA,FALSE
R_5u24kjRyH98F7yN,,-1,Moral Message,2,-2,1,3,5,1,3,2,-2,-2,-3,The comment about pot affecting children's brains affected me.,Marijuana becoming the next big tobacco is truly scary.,Marijuana being the cause for auto accidents is scary.,NA,NA,NA,7,5,4,1,2,2,2,2,NA,NA,NA,50,Female,NA,1,NA,FALSE
R_3kujFI6WBYLQxo4,,1,Practical Message,4,4,4,2,4,1,5,2,4,4,4,"If marijuana were legalized, revenues for the government would increase because it would generate income similarly to tobacco and alcohol.",More people would stay out of incarceration unnecessarily if marijuana were legalized.,People could get better access to medical marijuana for health conditions if it were legalized.,NA,NA,NA,5,4,6,2,3,1,1,1,NA,NA,NA,23,Female,NA,1,NA,FALSE
R_2aVoXCZ7tNqtBUu,,-1,Moral Message,0,-2,-2,3,3,3,3,3,-1,-1,-1,the legalization to the final will have side effects,for something is still banned in many countries,they are taking this from legalization lightly and it will have a long-term side effect,I think it should still be banned to control the youngest and the misuse that they make of it,NA,NA,3,4,4,5,4,4,3,3,3,NA,NA,29,Male,NA,1,NA,FALSE
R_SDCavNp8AOmuksp,,-1,Moral Message,3,4,4,1,3,1,3,3,3,3,3,I didn't believe a lot of their points there a not many people driving around intoxicated on marijuana there are many more on alcohol,I think the views were very extreme,I think marijuana could help more then it could hurt,It is just my point of view but I think it could help many in pain and people views are too extreme,NA,NA,1,4,5,3,3,1,1,1,1,NA,NA,44,Female,NA,1,NA,FALSE
R_1r2DvmEo2RqDsJS,,-1,Moral Message,3,3,3,4,4,2,4,1,0,0,0,What will happen to the marijuana industry once it is universally accepted and legal? Will there be a surge in usage?,What type of age limit would be imposed such as is imposed with alcohol?,How can you judge whether or not someone over-consumed?,NA,NA,NA,7,7,1,2,1,3,3,2,NA,NA,NA,56,Female,NA,1,NA,FALSE
R_2fInDe8Dc2lEPfC,,-1,Moral Message,4,4,4,5,5,1,5,1,4,4,4,"it had some valid points. regulation does cause big pharma, big alcohol, cig, etc. companies to try to patent drugs for example, to monopolize an industry or product in order to stop competition and therefore gouge the public to bankruptcy possibly in the name of profits. that is why a democratic form of government to stop these right wing and wall street cartels from stealing our government and judicial system by packing the courts and government with pro business anti workers and public protections  for profit and power",NA,NA,NA,NA,NA,5,4,4,1,1,1,NA,NA,NA,NA,NA,58,Female,NA,1,NA,FALSE
R_1N24iEQRTngjbOD,,1,Practical Message,4,4,4,4,4,1,5,2,4,4,4,"It seemed to be completely nonsensical, and stated no valid points.","Stating ""marijuana slows people down, and causes more abscenses and tardies"" is very bold and inaccurate.","This article was very biased, and stated nothing that I consider to be factual.","The reason cigarettes/alcohol cause so much extra money, is because they cause things like cancer, and impaired driving deaths. Marijuana doesn't cause cancer (or heart disease or any other issues like smoking), nor does it impair driving to  near the levels of alcohol.",NA,NA,1,2,2,3,3,4,1,4,1,NA,NA,32,Male,NA,1,NA,FALSE
R_1LMq5Ab7YoR2QZH,,1,Practical Message,3,2,3,4,3,4,3,4,3,2,1,Legalization should happen.,NA,NA,NA,NA,NA,6,5,5,2,2,1,NA,NA,NA,NA,NA,24,Female,NA,1,NA,TRUE
R_bkeTI22PhR8RjWh,,-1,Moral Message,4,3,4,4,4,5,4,5,4,3,4,nice,goodct,perfert,cool,interesting,nice,7,6,7,5,5,4,3,4,3,4,3,34,Male,NA,1,NA,FALSE
R_1NnazHAqHnFyXEy,,-1,Moral Message,4,3,4,2,5,2,4,2,4,4,4,Someone watched refer madness in that article.,Where is the proof to these accusations?,Annoying,Take away their beer bottle.,Stupid,People are not supposed to leave their stash out for kids to grab just like Tide pods.,2,7,3,4,5,3,1,1,1,1,1,65,Female,NA,1,NA,FALSE
R_1IRftYBtc285tBA,,-1,Moral Message,4,4,4,1,1,1,4,2,-4,-4,-4,I don't agree with the article,I don't use it and don't like it,Legalizing it would make it cleaner and not mixed with other drugs,Major problem with tainted product and legalization would fix this.,People that are going to use it will use it whether its legal or not,NA,3,4,4,2,5,1,1,1,1,1,NA,49,Female,NA,1,NA,FALSE
R_dptqbr9Nk5ctFFn,,1,Practical Message,4,4,4,4,4,1,4,1,4,4,4,I think the impact on the workforce that the article talks about won't be as severe as the article made it out to be because it's not like all the workforce will suddenly start smoking marijuana.,I think that the states that have legalized have shown the huge amount of money generated by legalizing marijuana and I think that the increased money can be used in various other programs that benefit the population.,NA,NA,NA,NA,2,1,7,4,4,3,1,NA,NA,NA,NA,31,Male,NA,1,NA,FALSE
R_2A1fhRC7woS9jiE,,1,Practical Message,3,3,3,4,4,2,5,1,3,3,3,way less worse for you then alcohol,there is no dependency on weed versus alcohol and tobacco,Taxes on weed outweigh the social cost,people will smoke it whether legal or not,much less chance for tainted weed,this message does not account for everything,3,2,6,4,4,1,1,1,1,1,1,56,Male,NA,1,NA,FALSE
R_3k2twFZEsJeYLWV,,-1,Moral Message,3,3,3,5,5,1,5,2,3,3,3,"I don't agree with the mass obsession to use marijuana as I think it's far more harmful, especially cognitively and psychologically, than people want to admit.","At the same time, marijuana is definitely not more dangerous than guns so if guns are legal then marijuana should also be legal.",NA,NA,NA,NA,4,7,4,3,3,3,1,NA,NA,NA,NA,25,Female,NA,1,NA,FALSE
R_2tqTW7Myv2uCUxN,,1,Practical Message,4,4,4,4,3,2,3,5,2,2,3,"I mean, people are going to smoke regardless if its legal or not.",NA,NA,NA,NA,NA,5,4,7,2,2,1,NA,NA,NA,NA,NA,20,Male,NA,1,NA,FALSE
R_2pMkoXgLHsgHwnE,,-1,Moral Message,4,4,4,3,3,1,4,1,4,4,4,Legalization is a criminal justice matter. Just as many people will use marijuana whether it is legal or not.,"Since marijuana use is as prevalent in states where it remains illegal as in states where it has been legalized, the arguments presented in the essay are moot.",More kids are going to end up with brain damage from playing football than will suffer from exposure to marijuana.,NA,NA,NA,1,7,4,1,2,3,3,4,NA,NA,NA,64,Male,NA,1,NA,FALSE
R_yjXiFz79jNYaUF3,,1,Practical Message,3,3,3,4,4,3,3,4,3,3,3,People get it very easily illegally anyways. Making it illegal doesn't reduce usage significantly.,"Making it legal, like in Canada, added more users, but new users specifically. This caused the new users to be affected more dramatically, simply because they are new to marijuana. This I believe is a transition phase.",The other neighboring states should worry about catching up to the legalized states instead of complaining. They should also worry about true crime instead of chasing potheads.,NA,NA,NA,1,1,7,2,3,1,1,1,NA,NA,NA,33,Male,NA,1,NA,FALSE
R_1GHMLJJpYNxYHXk,,1,Practical Message,4,4,4,5,5,1,5,1,4,4,4,The essay stated that there could be increased regulatory costs. It did not take into account the cost of current marijuana laws of restriction grossly affect the poor and people of color communities (POC).,The essay stated that Canadians have had some issue with work productivity. It did not take into account that for the most part Canadian businesses have not had any long term effects and has life satisfaction scores which are higher than those in states without marijuana legalization.,NA,NA,NA,NA,1,3,5,1,5,1,1,NA,NA,NA,NA,32,Male,NA,1,NA,FALSE
R_3EanixIQHS4H6xf,,-1,Moral Message,1,0,1,2,3,1,2,2,1,1,1,article ignored positives,put cartels out of business,people get it anyway,NA,NA,NA,4,5,3,3,5,1,1,1,NA,NA,NA,70,Female,NA,1,NA,TRUE
R_22RqoqjjIoFAkzy,,-1,Moral Message,2,3,2,2,3,2,3,3,1,2,3,I think its outdated,i think its old fashioned,they dont know what theyre talking about,NA,NA,NA,5,6,4,2,4,1,1,1,NA,NA,NA,28,Female,NA,1,NA,FALSE
R_2cBcNcpALtUskAJ,,-1,Moral Message,3,3,4,1,5,3,2,1,1,3,2,We already legalized tobacco and alcohol.  Alcohol impairs your judgement and you can't drive with it in your system a moderate amount.  What would be different with marijuana?,Age restrictions of substances are already law so the same will be done with marijuana to deter its use of those less than 18.,The reasons listed could be used for alcohol but yet it is still legal.,Making marijuana legal will drastically reduce the burden on the jails as people who are possessing it will no longer be charged with a crime.,NA,NA,4,6,5,2,3,1,1,1,1,NA,NA,32,Female,NA,1,NA,FALSE
R_zSkiW87tzx9KJCV,,1,Practical Message,4,4,4,5,2,1,5,5,4,4,4,"All I could think about was smoking a joint, legally.",I wish that it would be legalized like right now.,I've been smoking for over a decade and I'm tired of hiding it.,I'm sick of being harassed by police because I smoke weed.,Weed should be federally legalized,I love weed,5,5,6,2,2,1,1,1,1,1,1,32,Male,NA,1,NA,FALSE
R_1gjXK4HETPqws1K,,1,Practical Message,-2,-2,-2,4,2,1,4,3,-2,-2,-2,"ecigs got a nasty tax hike, I wonder if this is going to be like that.","I didn't think of how hard it would be to regulate. Then again, it's going to be like any other home business.","There will be a cost, but so what? It's costing us plenty right now to house people who had just a little bit in their possession.",Seems this guy is only worried about the financial end of it.,NA,NA,3,1,7,3,3,3,3,3,4,NA,NA,26,Female,NA,1,NA,FALSE
R_7Qx7DXGLab6DREl,,-1,Moral Message,0,0,0,2,2,2,2,2,0,0,0,I felt that the essay made some valid points in regards to this topic.,"I think that just as the essay mentioned the other industries like, alcohol and pharmaceutics, this issue could get out of hand if proper measures aren't taken to better deal with the aftermath of what this sort of thing could bring about in society.",I still think that legalization is okay as long as the right kinds of safeguards can be established in trying to keep the usage of this item to a minimum and out of the hands of children and others who shouldn't be given access to it.,NA,NA,NA,7,7,7,3,4,3,3,1,NA,NA,NA,37,Male,NA,1,NA,FALSE
R_T7U3GMt6YoS3BDj,,1,Practical Message,3,3,3,3,5,3,4,3,2,3,2,Comparing tobacco and alcohol to marijuana is illegitimate,I wish the essay had discussed and shown data from states that have legalized that supported their argument,It is important to highlight the negative consequences of policy decisions,"Use of ""several studies"" without citations or firm presentation of data (there were no numbers) is irresponsible",Use of emotional language was odd,"Tax discussion seemed one-sided as states have reported increased tax revenues, not a burden, to my knowledge",3,4,6,1,1,1,3,2,3,3,1,32,Female,NA,1,NA,FALSE
R_3I0gLCjYZMkrLkk,,-1,Moral Message,4,4,4,5,3,1,4,3,4,4,4,The essay is extremely generalized and without any sources.,The essay writer clearly has an agenda and is fitting his/her narrative to fit.,I don't think anyone could be against legalization unless they have personal bias from misinformation about marijuana.,Fearmongering is not a great way to convince people of anything.,No benefits to legalization were addressed and refuted.,NA,1,5,2,2,3,3,3,1,4,1,NA,25,Male,NA,1,NA,FALSE
R_1C4ktcboHwloosO,,-1,Moral Message,4,3,4,4,5,5,4,4,3,4,3,I think interest.,My thoughts are useful.,I think improve knowledge.,I think improve skill.,I think very pelesent.,I think very good.,5,6,5,4,5,3,2,1,2,2,1,31,Female,NA,1,NA,FALSE
R_ONmTRIK6vI6g7Sh,,-1,Moral Message,3,3,4,4,5,3,4,1,3,3,4,This article was very heavy-handed and overly dramatic.,"The argument that the marijuana industry could become the next Big Tobacco is completely ridiculous because cigarettes used to be marketed as something that would help give you energy and focus, where it is common knowledge that marijuana does the exact opposite.","Call they listed statistics that the incidence of impaired driving and deaths due to driving I may have increased in terms of percentage, the actual numbers are nothing even remotely close to impaired driving due to alcohol.","A lot of people have already been smoking marijuana regularly in the state of California where I live, and there have been no reports of a sudden increase in the number of marijuana impaired drivers getting into accidents because most people tend to smoke marijuana and stay in one place.","All illegal substances are dangerous to children, but that is why we have laws restricting the age of access. Additionally, if marijuana sales are strictly regulated, then a business can easily have their license revoked if they are caught selling to under-aged individuals.","I do not find the marijuana industry to be exploitative as this article claims, because the individuals who consume marijuana are typically those who make conscientious decisions to do so, and not those who are pressured or coerced...",2,6,4,2,4,1,1,1,1,1,1,39,Male,NA,1,NA,FALSE
R_3QRAZgDGdZpatxe,,-1,Moral Message,3,3,3,4,4,2,4,2,3,3,3,"This is not a morality based argument, it is just disguised as one.","Legalization is not the risk to these groups - rather, the continued criminalization is the risk.","Impaired driving is a big deal, but I am skeptical of a study citing Canada as they only just legalized and it is difficult to understand that a study is already complete.",NA,NA,NA,3,2,3,1,3,1,2,2,NA,NA,NA,37,Male,NA,1,NA,FALSE
R_2aRXm6EBQSOVVAf,,1,Practical Message,4,4,4,3,4,1,4,1,4,4,4,"You expect me to memorize that entire, lengthy article and debate the talking points without being able to reread and go step by step? That's absurd.",That article states no sources so it has to be taken as an opinion piece.,Your data is compromised by your own agenda and you as a researcher should now know that.,You have stacked this survey in a way that favors the opposition of marijuana legalization. Making the supporters of legalization to rely entirely on memory for their talking points.,NA,NA,1,1,2,3,3,1,1,1,1,NA,NA,34,Male,NA,1,NA,FALSE
R_27kxpuHXbAMZYAG,,-1,Moral Message,4,4,4,5,4,1,3,1,4,4,4,"I firmly believe that every adult human being should be free to do whatever he/she wants to his own body as long as nobody else is harmed, so I believe that everything should be legal.","People drink and drive too, so what, should we make alcohol illegal too? Oh wait, we already did that and it didn't go as planned.","In order to protect children, they should be educated about dangers of being addicted to various substances - not put to jail for smoking marijuana.",NA,NA,NA,2,7,5,2,2,1,1,1,NA,NA,NA,24,Male,NA,1,NA,FALSE
R_2wueQnodgNUcsQ1,,1,Practical Message,-4,-4,-4,1,5,1,5,1,-4,-4,-4,The last argument is the strongest.,"It leaves out an important argument, new scientific research showing how harmful marijuana is.",It doesn't mention the negative health effects of smoking marijuana.  Smoking any substance increase risk for respiratory diseases and cancer.,NA,NA,NA,6,1,7,4,4,2,2,2,NA,NA,NA,60,Male,NA,1,NA,FALSE
R_8eujHJiZgMnHu1j,,-1,Moral Message,4,4,4,3,5,2,4,5,4,4,4,I have never advocated marijuana being used by people whose brains are not fully developed.,"I am concerned that it if it becomes a business like tobacco, that POC will be even more kept out of the legal marijuana business","I wonder whether the stats about driving are true, or if this is all made up.",NA,NA,NA,2,6,6,1,1,4,2,3,NA,NA,NA,58,Female,NA,1,NA,FALSE
R_1hVTLjUXPh9s7EL,,-1,Moral Message,4,4,4,3,3,1,4,4,4,4,3,"Weed is safer than alcohol consumption, yet alcohol is legal.",I do not understand the connection between marijuana and mental illness.,Minorities are not the only consumers of marijuana.,NA,NA,NA,5,7,2,2,2,1,3,3,NA,NA,NA,32,Female,NA,1,NA,FALSE
R_1etxac0AKjWwi8l,,-1,Moral Message,3,4,3,4,4,5,5,5,3,4,3,ni,nno,no,no,no,no,7,6,7,4,5,3,1,2,4,1,2,27,Male,NA,1,NA,FALSE
R_2TSo1uAPy2zn8GT,,1,Practical Message,4,4,4,4,4,2,4,3,4,4,4,really capitalistic perspective in that workplace productivity paragraph,no mention of the racial implications of why it's illegal in the first place,NA,NA,NA,NA,1,2,3,1,1,1,1,NA,NA,NA,NA,46,Female,NA,1,NA,FALSE
R_3e3I6sAhVWyfZXj,,1,Practical Message,1,2,1,3,5,1,4,1,0,0,0,Legalization can cause distracted driving.,More people can be laid off of work due to being high.,There may be more arrest with people traveling from state to state.,NA,NA,NA,7,7,7,2,2,2,2,2,NA,NA,NA,43,Female,NA,1,NA,FALSE
R_2RVz04okD4vaVXV,,1,Practical Message,4,3,3,4,5,1,3,2,4,3,3,This is not consistent with the information I've read before.,"States and countries that have leagalized already are not having these financial problems the article is pointing out. In fact, they are having an economic boom because of it.",Sure marijuana usage is associated with low productivity in the US--look at who the traditional users have been. This is a classic case of correlation doesn't mean causation.,"All of these ""facts"" and no references? Hmmm",NA,NA,2,3,6,1,1,3,1,3,4,NA,NA,45,Male,NA,1,NA,FALSE
R_33D4jIURNa4b4og,,-1,Moral Message,4,4,4,5,5,2,5,3,4,4,4,Saying someone is 7 times more likely to commit suicide is probably false. They probably have a mental illness to before hand and just cant deal and cope. I think marijuana will help and have the opposite effect.,Legalization could help make it harder for children to obtain.,"Awareness is key, education should be better in consuming anything, ie sugar which is more harmful physically and mentally",NA,NA,NA,1,6,4,4,4,1,1,3,NA,NA,NA,33,Male,NA,1,NA,FALSE
R_W2vxyifW6A888Nz,,1,Practical Message,3,4,4,3,5,1,2,3,4,4,4,is not true that will be a increased tax burden,"will eliminate the black market, government dont want tis because is a great business",the consumption won't inceased like in countries were is legal,NA,NA,NA,4,7,7,2,2,1,1,1,NA,NA,NA,26,Female,NA,1,NA,FALSE
R_1pG5mCQspwHh59G,,-1,Moral Message,-3,-3,-3,3,3,1,3,3,-4,-4,-4,Yes it is harmful,it makes me feel unsafe,marijuana could become tobacco industry big,NA,NA,NA,6,6,7,1,1,2,2,2,NA,NA,NA,31,Female,NA,1,NA,FALSE
R_1kIBKdYfBlXLVaI,,1,Practical Message,4,2,3,4,5,4,5,5,4,3,4,"As states continue to pass measures that legalize marijuana production, sale, and use, it is imperative to consider whether these new laws are ultimately rational. In the rush to legalize, we haven’t fully thought through some of the pragmatic consequences of legalization, such as the high cost of legal regulation, or the lost productivity caused by increased drug use. By instilling increased tax burden among our citizens and disrupting the workforce and greater economy, legalizing marijuana so swiftly may have negative practical effects. Although some believe that making marijuana legal is the moral thing to do, it is impractical for the following reasons.",imperative to consider whether these new laws are ultimately rational,"The high cost of legal regulation, or the lost productivity caused by increased drug use.",state that legalizes marijuana makes it more challenging for drug enforcement in other states.,5 million Americans have smuggled marijuana from neighboring states that have legalized the drug.,very real logistical and legal risks and not encourage their occurrence.,6,7,6,4,5,1,2,1,2,1,2,47,Female,NA,1,NA,FALSE
R_2cciFmOcuDbdB4u,,1,Practical Message,0,0,0,3,3,3,4,3,1,1,1,MARIJUANA DOES HAVE ALOT OF MEDICAL ADVANTAGES. FOR THAT REASON ALONE IM ALL FOR LEGALIZING MARIJUANA,NA,NA,NA,NA,NA,1,1,4,3,3,1,NA,NA,NA,NA,NA,36,Female,NA,1,NA,FALSE
