article_id,article_id_recoded,journal_id,url_article,year,author,study,study_recoded,empirical,compare_group,type_group,name_group,scale,reflective,name_scale,type_scale,measure_scale,width_scale,width_scale_recoded,no_items,power,n_rep,n1_rep,n2_rep,n3_rep,n4_rep,n5_rep,reltot,rel1,rel2,rel3,rel4,rel5,mitest_rep,mimethod_rep,miresult_rep,milevel_rep,comments,id,open_data,open_scale,open_group,n_res,n1_res,n2_res,n3_res,n4_res,n5_res,mitest_step4,miresult_step4,milevel_step4,config_assumed,comments
1361,342,1,https://doi.org/10.1177%2F0956797617743017,2018,critcher,2,3,1,1,1,inspired-by; inspired-to; or a neutral control condition,1,1,Dawkins' belief in god scale,1,1,5,5,7,"""Given our interest in achiev-ing a large sample size; we recruited participants from both an undergraduate subject pool at the University of California; Berkeley (n = 94); as well as Amazon’s Mechan-ical Turk (MTurk; n = 113) simultaneously. Because the study began late enough in the academic semester; it was clear that following Studies 1a and 1b’s sample size; determination guidelines would not be sufficient. The MTurk sample size was determined by taking the funding lab’s monthly MTurk budget and dividing it among stud-ies being run online that month. This split was not done evenly; but instead studies were weighted according to how many conditions they had and whether they were being run entirely online.""",207,,,,,,"0,8",,,,,,0,,,,"""We rephrased each of Dawkins’s items""",1430,1,1,1,207,72,74,61,,,1,0,0,0,
1361,342,1,https://doi.org/10.1177%2F0956797617743017,2018,critcher,3,4,1,1,1,inspired-by; awe; or neutral control condition,1,1,intolerance to uncertainty,0,2,6,6,9,,2249,,,,,,"0,77",,,,,,0,,,,,1431,1,1,1,2364,625,979,760,,,1,0,0,0,
1361,342,1,https://doi.org/10.1177%2F0956797617743017,2018,critcher,3,4,1,1,1,inspired-by; awe; or neutral control condition,1,1,transcendence,0,2,7,7,4,,2249,,,,,,"0,81",,,,,,0,,,,,1432,1,1,1,2363,624,979,760,,,1,0,0,0,
1361,342,1,https://doi.org/10.1177%2F0956797617743017,2018,critcher,3,4,1,1,1,inspired-by; awe; or neutral control condition,1,1,Connectedness,1,2,7,7,4,,2249,,,,,,"0,86",,,,,,0,,,,Statements for scale were written by authors,1433,1,1,1,2364,624,981,759,,,1,0,0,0,
1361,342,1,https://doi.org/10.1177%2F0956797617743017,2018,critcher,4,5,1,1,1,inspiration or control,1,1,Enjoyment (manipulation check),1,2,7,7,4,"""The sample size was determined using the rule for online studies laid out in Study 2: The MTurk sample size was determined by taking the funding lab’s monthly MTurk budget and dividing it among stud-ies being run online that month. This split was not done evenly; but instead studies were weighted according to how many conditions they had and whether they were being run entirely online.""",129,,,,,,"0,79",,,,,,0,,,,,1435,1,1,1,129,65,64,,,,1,0,0,0,
1391,345,1,https://doi.org/10.1177%2F0956797617744517,2018,oconnor,4,4,1,1,1,simple elaborate and complex elaborate,1,1,Fluency,0,,,,3,,3414,,,,,,"0,66",,,,,,0,,,,,1447,1,1,1,3414,1691,1723,,,,1,1,3,1,
1391,345,1,https://doi.org/10.1177%2F0956797617744517,2018,oconnor,4,4,1,1,1,within-group 10 times,1,1,Fluency,0,,,,3,,3414,,,,,,"0,66",,,,,,0,,,,,1448,1,1,1,3414,,,,,,1,1,3,1,"10 groups so I did not fill in n1_res etc. Group sizes are 331, 340, 334, 341, 337, 338, 343, 339, 349, 362"
1391,345,1,https://doi.org/10.1177%2F0956797617744517,2018,oconnor,4,4,1,1,1,simple elaborate and complex elaborate,1,1,Flow,1,,,,10,,3414,,,,,,"0,87",,,,,,0,,,,adapted questionnaire,1449,1,1,1,3414,1691,1723,,,,1,0,0,0,
1391,345,1,https://doi.org/10.1177%2F0956797617744517,2018,oconnor,4,4,1,1,1,within-group 10 times,1,1,Flow,1,,,,10,,3414,,,,,,"0,87",,,,,,0,,,,adapted questionnaire,1450,1,1,1,3414,,,,,,1,0,0,0,"10 groups so I did not fill in n1_res etc. Group sizes are 331, 340, 334, 341, 337, 338, 343, 339, 349, 362"
1421,349,1,https://doi.org/10.1177%2F0956797617747648,2018,berman,3,3,1,1,1,charity condition or investment condition,1,1,Subjective Preference,1,2,7,7,3,,401,,,,,,"0,73",,,,,,0,,,,,1458,1,1,1,401,202,199,,,,1,1,2,1,
1421,349,1,https://doi.org/10.1177%2F0956797617747648,2018,berman,5,5,1,1,1,choice: most effective option vs. least effective option,1,1,perceived decision quality,1,2,7,7,3,"""In this and all subsequent studies; sample sizes were determined in advance. For the lab studies; sample size was determined by the number of participants who appeared for the assigned lab session. For online studies; we recruited a minimum of 100 participants per cell. No participants or conditions were dropped from any analysis performed. All measures not reported here can be found in the Supplemental Material available online. Data files are stored at https://osf.io/6myfj""",227,,,,,,"0,92",,,,,,0,,,,,1463,1,1,1,211,106,105,,,,1,1,3,1,
1421,349,1,https://doi.org/10.1177%2F0956797617747648,2018,berman,5,5,1,1,1,choice: most effective option vs. least effective option,1,1,perceived altruism,1,2,7,7,3,"""In this and all subsequent studies; sample sizes were determined in advance. For the lab studies; sample size was determined by the number of participants who appeared for the assigned lab session. For online studies; we recruited a minimum of 100 participants per cell. No participants or conditions were dropped from any analysis performed. All measures not reported here can be found in the Supplemental Material available online. Data files are stored at https://osf.io/6myfj""",227,,,,,,"0,72",,,,,,0,,,,,1464,1,1,1,211,106,105,,,,1,1,2,1,
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,1,1,1,1,1,religious target and nonreligious target,1,1,Reproductive strategy,1,2,7,7,7,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",336,166,170,,,,"0,9",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1499,1,1,1,336,170,166,,,,1,0,0,0,r 1
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,1,1,1,1,1,religious target and nonreligious target,1,1,Non-aggression,1,2,7,7,3,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",336,166,170,,,,"0,86",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1500,1,1,1,336,170,166,,,,1,1,2,1,r 2
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,1,1,1,1,1,religious target and nonreligious target,1,1,Mate value,0,2,7,7,4,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",336,166,170,,,,"0,9",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1501,1,1,1,336,170,166,,,,1,0,0,0,r 3
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,religious target and nonreligious target,1,1,reproductive strategy,1,2,7,7,7,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,94",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1502,1,1,1,445,216,229,,,,1,0,0,0,r 4
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,committed strategies vs noncommitted strategies,1,1,reproductive strategy,1,2,7,7,7,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,94",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1503,1,1,1,445,210,235,,,,1,0,0,0,r 5
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,committed strategies vs noncommitted strategies,1,1,nonimpulsivity,1,2,7,7,7,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,93",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1504,1,1,1,445,210,235,,,,1,0,0,0,r 6
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,religious target and nonreligious target,1,1,nonopportunistic behavior,1,2,7,7,3,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,92",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1505,1,1,1,445,216,229,,,,1,1,2,1,r 7
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,committed strategies vs noncommitted strategies,1,1,nonopportunistic behavior,1,2,7,7,3,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,92",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1506,1,1,1,445,210,235,,,,1,1,1,1,r 8
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,religious target and nonreligious target,1,1,hopeful ecology,1,2,7,7,3,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,82",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1507,1,1,1,445,216,229,,,,1,1,3,1,r 9
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,committed strategies vs noncommitted strategies,1,1,hopeful ecology,1,2,7,7,3,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,82",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1508,1,1,1,445,210,235,,,,1,1,2,1,r 10
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,religious target and nonreligious target,1,1,trust,1,,,,6,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,93",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1509,1,1,1,444,216,228,,,,1,1,3,0,r 11
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,2,2,1,1,1,committed strategies vs noncommitted strategies,1,1,trust,1,,,,6,"""We sought to obtain at least 100 participants per cell for a 2 × 2 design; allowing for potential exclusions based on attention checks.""",445,,,,,,"0,93",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1510,1,1,1,444,210,234,,,,1,1,3,0,r 12
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,3,3,1,1,1,religious target and nonreligious target,1,1,Reproductive strategy,1,2,7,7,7,0.8,392,,,,,,"0,91",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1511,1,1,1,392,130,131,131,,,1,0,0,0,r 13
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,3,3,1,1,1,religious target and nonreligious target,1,1,Nonimpulsivity,1,2,7,7,7,0.8,392,,,,,,"0,86",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1512,1,1,1,392,130,131,131,,,1,0,0,0,r 14
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,3,3,1,1,1,religious target and nonreligious target,1,1,Nonopportunistic behaviour,1,2,7,7,3,0.8,392,,,,,,"0,94",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1513,1,1,1,392,130,131,131,,,1,1,1,1,r 15
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,3,3,1,1,1,religious target and nonreligious target,1,1,Hopeful ecology,1,2,7,7,3,0.8,392,,,,,,"0,76",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1514,1,1,1,392,130,131,131,,,1,1,3,1,r 16
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,3,3,1,1,1,religious target and nonreligious target,1,1,General Trust,1,2,7,7,6,0.8,392,,,,,,"0,95",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1515,1,1,1,392,130,131,131,,,1,0,0,0,r 17
1501,357,1,https://doi.org/10.1177%2F0956797617753606,2018,moon,3,3,1,1,1,religious target and nonreligious target,1,1,Accountancy Trust,1,2,7,7,5,0.8,392,,,,,,"0,89",,,,,,0,,,,there are additional scales measured (e.g. belief in god); but they are not compared between groups in the results section,1516,1,1,1,392,130,131,131,,,1,0,0,0,r 18
1681,377,1,https://doi.org/10.1177%2F0956797618760784,2018,Kouchaki,1a,1,1,1,1,unethical (vs. ethical or neutral) behavior,1,1,Mind-Attribution scale - Self-dehumanization,1,2,7,7,10,Given that Bastian et al. (2013) showed effect sizes ( fs) from 0.40 to 0.73; we calculated our sample size on the basis of an estimated effect size of 0.40 (a large effect size). This required a sample size of approximately 150 participants for the study to achieve 99% power.,156,49,54,53,,,"0,91",,,,,,0,,,,,1604,1,1,1,174,59,61,54,,,1,0,0,0,
1681,377,1,https://doi.org/10.1177%2F0956797618760784,2018,Kouchaki,1b,2,1,1,1,unethical (vs. ethical or neutral) behavior,1,1,Mind-Attribution scale - Self-dehumanization,1,2,7,7,10,As in Study 1a; we aimed for approximately 50 participants per condition,221,69,73,79,,,"0,88",,,,,,0,,,,,1605,1,1,1,250,82,90,78,,,1,0,0,0,
1681,377,1,https://doi.org/10.1177%2F0956797618760784,2018,Kouchaki,1c,3,1,1,1,unethical (vs. ethical or neutral) behavior,1,1,Mind-Attribution scale - Self-dehumanization,1,2,7,7,10,Prior to conducting the study; we planned to stop data collection after the sched-uled sessions were over; hoping to recruit at least 50 par-ticipants for each condition.,220,73,75,72,,,"0,91",,,,,,0,,,,,1606,1,1,1,224,75,74,75,,,1,0,0,0,
1681,377,1,https://doi.org/10.1177%2F0956797618760784,2018,Kouchaki,1d,4,1,1,1,unethical behavior (i.e.; cheating on an exam) vs a negative experience (i.e.; failing an exam,1,1,Mind-Attribution scale - Self-dehumanization,1,2,7,7,10,As in Studies 1a to 1c; we aimed for approximately 50 participants per condition.,153,51,52,50,,,"0,9",,,,,,0,,,,,1607,1,1,1,154,52,51,51,,,1,0,0,0,
1681,377,1,https://doi.org/10.1177%2F0956797618760784,2018,Kouchaki,2b,6,1,1,1,neutral condition and self-dehumanized condition,1,1,Mind-Attribution scale - Self-dehumanization,1,2,7,7,10,0.99,166,100,66,,,,"0,94",,,,,,0,,,,,1609,1,1,1,203,82,121,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,1,1,1,1,1,yoga condition and control condition,1,1,self-centrality,0,2,11,11,4,,477,231,246,,,,"0,81",,,,,,0,,,,,1619,1,1,1,474,244,230,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,1,1,1,1,1,yoga condition and control condition,1,1,self-enhancement: better than average,1,2,11,11,4,,477,231,246,,,,"0,85",,,,,,0,,,,,1620,1,1,1,472,244,228,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,1,1,1,1,1,yoga condition and control condition,1,1,self-enhancement: communal narcissism,1,2,7,7,4,,477,231,246,,,,"0,71",,,,,,0,,,,,1621,1,1,1,474,245,229,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,2,2,1,1,1,control condition and meditation condition,1,1,self-centrality,1,2,10,10,10,,491,245,246,,,,"0,9",,,,,,0,,,,,1623,1,1,1,482,240,242,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,2,2,1,1,1,control condition and meditation condition,1,1,self-enhancement: better than average,1,2,81,81,10,,491,245,246,,,,"0,93",,,,,,0,,,,,1624,1,1,1,479,242,237,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,2,2,1,1,1,control condition and meditation condition,1,1,self-enhancement: communal narcissism,0,,,,16,,491,245,246,,,,"0,94",,,,,,0,,,,,1625,1,1,1,468,232,236,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,2,2,1,1,1,control condition and meditation condition,1,1,self-esteem,0,,,,10,,491,245,246,,,,"0,94",,,,,,0,,,,,1626,1,1,1,484,243,241,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,2,2,1,1,1,control condition and meditation condition,1,1,well-being: hedonic,0,,,,9,,491,245,246,,,,"0,88",,,,,,0,,,,,1628,1,1,1,468,237,231,,,,1,0,0,0,
1721,382,1,https://doi.org/10.1177%2F0956797618764621,2018,gebauer,2,2,1,1,1,control condition and meditation condition,1,1,well-being: eudemonic,0,,,,12,,491,245,246,,,,"0,83",,,,,,0,,,,well-being eudomonic is measured by 6 components; all measuring 2 items; but the 6 components are analyzed at once; so I think its ok to include?,1629,1,1,1,481,242,239,,,,1,0,0,0,
1861,397,1,https://doi.org/10.1177%2F0956797618776942,2018,block,1,1,1,1,0,gender (boy and girl),1,1,communal orientation,1,2,7,7,4,We aimed to recruit at least 25 usable participants per age (in years) and gender (target n = 400); given the feasibility of recruitingchildren from the science center.,411,216,195,,,,"0,65",,,,,,0,,,,"The main comparisons are made between condition (1 = parent gain/friend lose; 0 = friend gain/parent lose); but the scale that is used (relationship quality) is entered as a moderator here. Afterwards; paired-sampled t-tests are performed for relationship quality between parents and friends. The samples are combined here; as you can see from the dfs (total N = 174): ""Although parent relationship quality and friend relationship quality were correlated (r = .229; p = .002); participants reported greater levels of relationship quality with their friend than with their parent (parent: M = 3.72; friend: M = 4.21); t(173) = −8.90; p < .001. Even though participants reported higher quality relationships with a close friend; they were still overall more likely to make choices that benefited a par-ent at the expense of their friend. These were preplanned exploratory analyses for our first sample and confirmatory analyses for the second sample.""",1673,1,1,1,432,231,201,,,,1,1,3,0,
1861,397,1,https://doi.org/10.1177%2F0956797618776942,2018,block,1,1,1,1,0,gender (boy and girl),1,1,agentic value,1,2,7,7,3,We aimed to recruit at least 25 usable participants per age (in years) and gender (target n = 400); given the feasibility of recruitingchildren from the science center.,411,216,195,,,,"0,68",,,,,,0,,,,scale was adapted to children. One scale with only two items omitted,1674,1,1,1,432,231,201,,,,1,1,3,1,
1861,397,1,https://doi.org/10.1177%2F0956797618776942,2018,block,1,1,1,1,0,gender (boy and girl),1,1,Explicit gender identification,1,1,5,5,4,We aimed to recruit at least 25 usable participants per age (in years) and gender (target n = 400); given the feasibility of recruitingchildren from the science center.,411,216,195,,,,"0,89",,,,,,0,,,,scale was adapted to children.,1675,1,1,1,431,229,202,,,,1,0,0,0,
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,1,1,1,1,1,viral vs non-viral outrage,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,,397,,,,,,"0,86",,,,,,0,,,,also see table 1,1708,1,1,1,397,201,196,,,,1,0,0,0,r 1
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,1,1,1,1,1,target commenter: first or last,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,,397,,,,,,"0,86",,,,,,0,,,,also see table 1,1709,1,1,1,397,205,192,,,,1,0,0,0,r 2
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,2,2,1,1,1,viral vs non-viral outrage,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,,602,,,,,,"0,87",,,,,,0,,,,also see table 1,1710,1,1,1,602,306,296,,,,1,0,0,0,r 3
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,2,2,1,1,1,response type: control; anonymous; or upvoting,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,,602,,,,,,"0,87",,,,,,0,,,,also see table 1,1711,1,1,1,602,216,204,182,,,1,0,0,0,r 4
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,3,3,1,1,1,viral vs non-viral outrage,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,,604,,,,,,"0,82",,,,,,0,,,,also see table 1,1712,1,1,1,604,312,292,,,,1,0,0,0,r 5
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,3,3,1,1,1,surprise: control; no surprise; or surprise,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,,604,,,,,,"0,82",,,,,,0,,,,also see table 1,1713,1,1,1,604,195,199,210,,,1,0,0,0,r 6
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4a,4,1,1,1,viral vs non-viral outrage,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,In Study 4a; we set a larger target sample size of 200 per cell; in contrast to our previous studies; because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,84",,,,,,0,,,,also see table 1,1714,1,1,1,808,404,404,,,,1,0,0,0,r 7
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4a,4,1,1,1,high-status-offender condition,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,In Study 4a; we set a larger target sample size of 200 per cell; in contrast to our previous studies; because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,84",,,,,,0,,,,also see table 1,1715,1,1,1,808,391,417,,,,1,0,0,0,r 8
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4a,4,1,1,1,viral vs non-viral outrage,1,1,Perceived as harmful,1,2,7,7,4,In Study 4a; we set a larger target sample size of 200 per cell; in contrast to our previous studies; because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,73",,,,,,0,,,,also see table 1,1716,1,1,1,808,403,405,,,,1,1,3,0,r 9
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4a,4,1,1,1,high-status-offender condition,1,1,Perceived as harmful,1,2,7,7,4,In Study 4a; we set a larger target sample size of 200 per cell; in contrast to our previous studies; because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,73",,,,,,0,,,,also see table 1,1717,1,1,1,808,390,418,,,,1,1,1,0,r 10
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4a,4,1,1,1,viral vs non-viral outrage,1,1,Perceived to be vulnerable to criticism,1,2,7,7,4,In Study 4a; we set a larger target sample size of 200 per cell; in contrast to our previous studies; because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,54",,,,,,0,,,,also see table 1,1718,1,1,1,809,404,405,,,,1,0,0,0,r 11
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4a,4,1,1,1,high-status-offender condition,1,1,Perceived to be vulnerable to criticism,1,2,7,7,4,In Study 4a; we set a larger target sample size of 200 per cell; in contrast to our previous studies; because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,54",,,,,,0,,,,also see table 1,1719,1,1,1,809,391,418,,,,1,0,0,0,r 12
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4b,5,1,1,1,viral vs non-viral outrage,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,As with Study 4a; in Study 4b we set a larger target sample size of 200 per cell because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,84",,,,,,0,,,,also see table 1,1720,1,1,1,799,401,398,,,,1,0,0,0,r 13
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4b,5,1,1,1,viral vs non-viral outrage,1,1,Perceived as harmful,1,2,7,7,4,As with Study 4a; in Study 4b we set a larger target sample size of 200 per cell because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,84",,,,,,0,,,,also see table 1,1721,1,1,1,799,401,398,,,,1,1,3,0,r 14
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4b,5,1,1,1,offender: unsympathetic or control,1,1,Evaluation of target / Impression of commenter,1,2,7,7,4,As with Study 4a; in Study 4b we set a larger target sample size of 200 per cell because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,53",,,,,,0,,,,also see table 1,1722,1,1,1,799,416,383,,,,1,0,0,0,r 15
1931,405,1,https://doi.org/10.1177%2F0956797618780658,2018,sawaoka,4b,5,1,1,1,offender: unsympathetic or control,1,1,Perceived as harmful,1,2,7,7,4,As with Study 4a; in Study 4b we set a larger target sample size of 200 per cell because this study was conducted to address questions that arose during the peer-review process.,799,,,,,,"0,53",,,,,,0,,,,also see table 1,1723,1,1,1,799,416,383,,,,1,1,1,0,r 16
2091,422,1,https://doi.org/10.1177/0956797618801013,2018,sma,1b,2,1,1,1,multi-tasking or single-tasking,1,1,quality,1,2,7,7,3,,270,,,,,,"0,97",,,,,,0,,,,"We only coded the studies that are fully reported in the manuscript; not from the supplemental material (""Overall; we conducted 32 studies (5 of which are fully reported in the main text and an additional 6 are fully reported in the Supplemental Material)."")",1792,1,1,1,290,137,153,,,,1,1,3,1,
